,팀명,이름,포지션,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,디그_성공률,세트_성공률,리시브_정확률,블로킹_성공률,시즌
0,KB손해보험,곽동혁,Li,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,1.33,16.22,3.0,0.0,0.0,0.0,3.09,6.0,2.0,2.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,33.33333333333333,0.0,21-22
1,KB손해보험,김도훈,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.165,1.805,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,22.22,11.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,33.33333333333333,0.0,21-22
2,KB손해보험,김도훈,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.19333333333333336,1.1533333333333333,0.3333333333333333,0.0,0.0,0.0,0.34,3.6666666666666665,1.0,0.0,27.776666666666667,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,27.777777777777775,0.0,21-22
3,KB손해보험,김도훈,Li,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,12.25,2.25,0.0,2.725,25.63,7.0,3.0,0.0,0.6625,6.31,24.25,9.0,1.75,29.642500000000002,28.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.13690476190476,37.916666666666664,37.88690476190476,0.0,21-22
4,KB손해보험,김도훈,Li,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,0.0,1.6,18.52,3.0,2.0,0.0,0.4,2.4,29.0,15.0,0.0,51.72,30.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,66.66666666666666,51.724137931034484,0.0,21-22
5,KB손해보험,김재휘,C,0,1.0,2.0,1.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,50.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.04,4.0,3.0,1.0,0.0,0.75,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.85,0.0,0.0,0.0,75.0,0.0,0.0,0.0,21-22
6,KB손해보험,김재휘,C,1,1.0,1.5,1.0,0.0,0.0,33.335,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.0,0.0,33.335,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.575,1.0,1.0,0.0,0.0,0.335,1.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.5,1.5,0.5,0.0,5.63,0.5,0.0,0.5,100.0,0.0,0.0,0.0,21-22
7,KB손해보험,김정호,L,0,10.857142857142858,18.857142857142858,9.571428571428571,2.0,1.7142857142857142,50.542857142857144,18.524285714285714,4.0,1.0,0.8571428571428571,0.5714285714285714,36.699999999999996,10.888571428571428,0.8571428571428571,0.7142857142857143,0.0,0.0,50.0,38.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,2.857142857142857,0.0,0.7142857142857143,62.857142857142854,13.60142857142857,0.0,0.0,0.0,0.0,0.0,0.0,9.714285714285714,5.0,1.1428571428571428,0.42857142857142855,51.35857142857143,44.82142857142857,14.285714285714286,0.42857142857142855,2.7142857142857144,0.09285714285714286,16.132857142857144,6.857142857142857,4.0,2.857142857142857,0.0,1.0885714285714285,13.141428571428571,5.0,1.4285714285714286,0.0,0.37857142857142856,4.972857142857143,19.0,6.142857142857143,1.8571428571428572,22.419999999999998,25.012857142857143,6.857142857142857,0.8571428571428571,1.5714285714285714,3.7142857142857144,0.14285714285714285,0.21857142857142858,14.241428571428571,0.0,0.0,4.571428571428571,56.791383219954646,22.108843537414966,33.273809523809526,15.054945054945055,21-22
8,KB손해보험,김정호,L,1,11.909090909090908,19.0,10.181818181818182,1.3636363636363635,1.0909090909090908,53.28545454545454,20.674545454545452,5.7272727272727275,2.272727272727273,0.8181818181818182,0.36363636363636365,39.46909090909091,18.58909090909091,1.0,0.6363636363636364,0.0,0.0,42.42454545454546,51.51545454545454,0.0,0.0,0.0,0.0,0.0,0.0,4.818181818181818,2.909090909090909,0.18181818181818182,0.45454545454545453,58.03,17.815454545454546,0.0,0.0,0.0,0.0,0.0,0.0,7.454545454545454,4.363636363636363,0.36363636363636365,0.2727272727272727,58.58636363636364,39.17272727272728,14.636363636363637,1.0,3.090909090909091,0.2636363636363636,16.043636363636363,7.0,5.545454545454546,1.4545454545454546,0.0,1.54,13.814545454545454,4.181818181818182,1.1818181818181819,0.36363636363636365,0.31636363636363635,4.358181818181818,21.363636363636363,7.545454545454546,1.4545454545454546,28.427272727272726,32.54909090909091,4.2727272727272725,0.7272727272727273,0.7272727272727273,2.5454545454545454,0.0,0.23454545454545456,9.625454545454545,0.5454545454545454,0.0,4.545454545454546,71.74242424242425,28.47222222222222,34.5369900567269,18.5,21-22
9,KB손해보험,김지승,S,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.91,4.0,3.0,1.0,0.0,0.75,7.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,21-22
