,index,경기번호,팀명,결과,No.,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,홈_어웨이,상대팀,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점
818,818,410,IBK기업은행,0,118,40,103,34,8,6,0.33,44,13,2,3,0.3,12,6,0,1,0.5,4,1,1,0,0.25,15,6,1,2,0.4,6,2,2,0,0.33,22,6,2,0,0.27,52,2,4,0.04,74,50,24,0,19.009999999999998,107,34,3,14.66,65,24,1,218.07,38,4,15,12,1,1.33,3,0,14,0,한국도로공사,3,0.68,0.32,0.37,0.11,50,75
819,819,410,한국도로공사,1,125,61,103,52,4,2,0.5,50,23,2,2,0.46,11,6,0,0,0.55,4,1,1,0,0.25,5,3,1,0,0.6,5,4,0,0,0.8,28,15,0,0,0.54,73,1,8,0.01,72,62,10,0,21.0,107,50,0,18.0,48,22,2,186.66,48,8,24,12,0,2.66,5,0,10,1,IBK기업은행,2,0.86,0.47,0.46,0.17,75,50
820,820,411,KGC인삼공사,0,84,64,148,48,13,8,0.32,70,17,6,3,0.24,0,0,0,0,,5,2,1,0,0.4,17,4,1,4,0.24,8,3,2,1,0.38,48,22,3,0,0.46,82,10,5,0.12,85,76,9,0,20.0,158,46,2,16.5,92,23,4,123.87,70,6,20,34,1,1.5,5,0,16,0,현대건설,4,0.89,0.29,0.25,0.09,81,100
821,821,411,현대건설,1,151,84,139,67,6,7,0.48,69,30,5,3,0.43,4,2,0,0,0.5,2,0,0,0,0.0,28,15,1,2,0.54,13,9,0,1,0.69,23,11,0,1,0.48,99,4,7,0.04,100,85,14,1,22.33,143,64,2,16.5,77,24,10,354.15999999999997,83,13,32,21,0,3.83,8,0,17,1,KGC인삼공사,5,0.85,0.45,0.31,0.16,100,81
822,822,412,GS칼텍스,1,157,62,120,51,7,5,0.42,61,25,4,4,0.41,5,3,0,0,0.6,2,1,1,0,0.5,13,4,1,0,0.31,6,3,1,0,0.5,33,15,0,1,0.45,77,2,6,0.03,84,71,13,0,26.67,122,46,1,17.66,61,23,3,80.31,68,9,29,17,1,2.99,7,0,13,1,흥국생명,0,0.85,0.38,0.38,0.13,79,66
823,823,412,흥국생명,0,127,53,130,43,9,9,0.33,53,19,3,4,0.36,9,3,0,2,0.33,2,1,0,0,0.5,15,2,2,3,0.13,8,4,1,0,0.5,43,14,3,0,0.33,68,3,7,0.04,82,69,13,0,26.66,130,42,0,14.17,71,32,2,321.11,65,7,25,22,1,2.33,5,0,17,0,GS칼텍스,1,0.84,0.32,0.45,0.11,66,79
824,824,413,IBK기업은행,1,92,53,98,40,5,3,0.41,46,17,2,1,0.37,9,5,1,0,0.56,6,3,0,0,0.5,7,1,2,0,0.14,4,4,0,0,1.0,26,10,0,2,0.38,74,2,3,0.03,73,61,12,0,22.67,93,36,1,12.83,43,22,3,145.36,56,11,21,14,1,3.83,9,0,8,1,페퍼저축은행,3,0.84,0.39,0.51,0.2,75,51
825,825,413,페퍼저축은행,0,127,43,103,35,11,10,0.34,67,23,5,7,0.34,6,2,1,2,0.33,1,0,0,0,0.0,8,2,1,1,0.25,5,3,1,0,0.6,16,5,3,0,0.31,52,3,9,0.06,70,57,13,0,23.0,113,33,2,11.0,71,17,2,87.07,48,5,17,16,1,1.6600000000000001,4,0,22,0,IBK기업은행,6,0.81,0.29,0.24,0.1,51,75
826,826,414,한국도로공사,1,92,78,168,60,11,5,0.36,104,30,6,3,0.29,2,2,0,0,1.0,2,1,1,0,0.5,18,7,3,1,0.39,7,4,0,0,0.57,35,16,1,1,0.46,112,4,7,0.04,112,93,19,0,18.73,173,57,0,11.530000000000001,92,35,5,148.82999999999998,79,14,29,24,2,2.8,14,0,14,1,현대건설,2,0.83,0.33,0.38,0.18,111,104
827,827,414,현대건설,0,170,90,190,74,14,18,0.39,104,41,10,6,0.39,10,5,0,2,0.5,2,1,0,0,0.5,18,3,1,3,0.17,15,4,0,1,0.27,41,20,3,6,0.49,104,5,12,0.05,124,104,20,0,24.67,194,70,2,15.600000000000001,104,34,4,172.97,83,11,44,19,1,2.2,7,0,33,0,한국도로공사,5,0.84,0.36,0.33,0.13,104,111
828,828,415,GS칼텍스,1,194,60,97,49,4,4,0.51,55,23,2,3,0.42,6,6,0,0,1.0,2,1,0,0,0.5,6,5,0,0,0.83,9,4,0,0,0.44,19,10,2,1,0.53,73,4,11,0.05,68,60,8,0,21.66,99,46,2,21.83,55,22,8,232.57,43,7,14,13,0,2.5100000000000002,6,0,17,0,페퍼저축은행,0,0.88,0.46,0.4,0.16,75,60
829,829,415,페퍼저축은행,0,123,43,97,31,7,6,0.32,67,19,7,4,0.28,6,4,0,0,0.67,0,0,0,0,,10,2,0,1,0.2,4,1,0,0,0.25,10,5,0,1,0.5,62,8,7,0.13,63,48,15,0,16.82,99,29,0,9.66,62,13,4,50.33,54,4,17,22,2,1.33,3,0,15,1,GS칼텍스,6,0.76,0.29,0.21,0.07,60,75
830,830,416,IBK기업은행,0,102,44,124,36,8,10,0.29,66,12,3,6,0.18,9,4,1,1,0.44,6,4,1,0,0.67,11,6,0,1,0.55,2,1,0,0,0.5,30,9,3,2,0.3,68,0,4,0.0,87,78,9,0,26.33,131,35,1,11.67,64,28,4,120.78999999999999,69,8,22,26,1,2.6500000000000004,7,0,16,0,KGC인삼공사,3,0.9,0.27,0.44,0.12,66,77
831,831,416,KGC인삼공사,1,99,61,133,49,8,9,0.37,62,19,3,4,0.31,4,2,1,0,0.5,2,1,1,0,0.5,20,7,1,3,0.35,5,0,1,0,0.0,40,20,1,2,0.5,75,4,11,0.05,92,82,10,0,27.83,138,46,1,16.490000000000002,64,26,0,147.20999999999998,68,8,30,16,1,2.67,7,0,22,1,IBK기업은행,4,0.89,0.33,0.41,0.12,77,66
832,832,417,한국도로공사,1,109,75,147,59,7,12,0.4,90,28,4,9,0.31,17,10,1,0,0.59,2,1,0,0,0.5,12,8,0,2,0.67,3,2,0,0,0.67,23,10,2,1,0.43,93,7,11,0.08,95,82,13,0,23.08,153,56,1,14.75,76,32,1,152.18,72,9,34,18,1,2.25,7,0,25,0,흥국생명,2,0.86,0.37,0.42,0.12,94,80
833,833,417,흥국생명,0,130,55,144,47,9,12,0.33,79,26,7,3,0.33,6,3,0,1,0.5,0,0,0,0,,9,3,0,1,0.33,4,2,0,1,0.5,46,13,2,6,0.28,81,1,5,0.01,99,79,20,0,20.92,147,44,1,11.0,82,26,7,112.58,74,7,33,20,1,1.75,6,0,19,1,한국도로공사,1,0.8,0.3,0.32,0.09,80,94
834,834,418,GS칼텍스,0,144,68,137,55,10,13,0.4,59,21,8,5,0.36,2,1,0,0,0.5,1,0,0,0,0.0,28,16,1,5,0.57,6,1,1,0,0.17,41,16,0,3,0.39,86,4,7,0.05,85,64,21,0,16.25,143,54,0,14.25,91,36,4,144.41,62,9,19,24,1,2.25,9,0,21,0,현대건설,0,0.75,0.38,0.4,0.15,85,97
835,835,418,현대건설,1,142,76,132,62,9,8,0.47,65,29,5,4,0.45,5,3,0,0,0.6,1,1,0,0,1.0,11,6,1,0,0.55,15,10,0,0,0.67,35,13,3,4,0.37,96,4,5,0.04,82,66,15,1,18.5,134,62,1,17.25,79,34,4,216.25,69,10,22,22,2,2.5,9,0,17,1,GS칼텍스,5,0.8,0.46,0.43,0.14,97,85
836,836,419,KGC인삼공사,1,145,55,108,41,0,7,0.38,58,20,0,4,0.34,5,1,0,0,0.2,4,2,0,0,0.5,9,3,0,1,0.33,10,4,0,0,0.4,22,11,0,2,0.5,73,3,7,0.04,85,71,14,0,34.33,109,38,1,18.84,46,16,1,181.5,60,11,23,12,3,4.0,11,0,18,0,페퍼저축은행,4,0.84,0.35,0.35,0.18,75,56
837,837,419,페퍼저축은행,0,116,38,119,37,11,7,0.31,70,22,8,4,0.31,12,6,2,0,0.5,2,1,0,0,0.5,10,4,0,0,0.4,7,0,0,2,0.0,18,4,1,1,0.22,58,1,12,0.02,90,71,18,1,23.83,127,34,0,11.32,66,19,3,97.03,40,0,20,12,0,0.0,0,0,20,1,KGC인삼공사,6,0.79,0.27,0.29,0.0,56,75
838,838,420,현대건설,1,102,65,109,47,7,7,0.43,68,28,4,5,0.41,3,1,0,0,0.33,2,0,0,0,0.0,7,4,1,0,0.57,11,7,0,0,0.64,18,7,2,2,0.39,74,11,5,0.15,77,71,6,0,25.5,112,42,3,14.66,52,16,3,85.27,62,7,31,14,1,2.5,4,0,16,0,흥국생명,5,0.92,0.38,0.31,0.11,75,55
839,839,420,흥국생명,0,157,39,104,29,7,3,0.28,69,17,6,2,0.25,1,0,0,0,0.0,3,2,0,0,0.67,6,2,0,0,0.33,3,1,1,1,0.33,22,7,0,0,0.32,56,3,4,0.05,68,57,11,0,23.68,108,26,1,10.67,69,11,11,86.36,47,7,18,12,2,2.99,7,0,10,1,현대건설,1,0.84,0.24,0.16,0.15,55,75
840,840,421,GS칼텍스,1,194,53,93,41,3,6,0.44,37,13,1,4,0.35,4,1,0,0,0.25,0,0,0,0,,15,8,0,1,0.53,11,9,0,0,0.82,26,10,2,1,0.38,74,2,7,0.03,71,66,5,0,27.509999999999998,96,38,2,16.0,37,17,2,181.96,58,10,30,11,0,5.17,9,0,15,1,IBK기업은행,0,0.93,0.4,0.46,0.17,75,43
841,841,421,IBK기업은행,0,104,28,101,23,10,11,0.23,38,11,4,4,0.29,5,1,0,0,0.2,7,0,1,2,0.0,7,2,1,0,0.29,5,1,0,0,0.2,39,8,4,5,0.21,44,2,7,0.05,68,55,13,0,18.84,112,22,3,7.34,67,23,2,223.32,41,3,19,14,1,1.0,3,0,22,0,GS칼텍스,3,0.81,0.2,0.34,0.07,43,75
842,842,422,페퍼저축은행,0,138,48,95,39,6,5,0.41,55,18,5,3,0.33,7,4,1,0,0.57,2,1,0,0,0.5,12,8,0,1,0.67,5,2,0,1,0.4,14,6,0,0,0.43,60,3,9,0.05,58,43,14,1,17.34,102,37,2,12.66,70,19,3,100.88,33,6,10,15,0,2.66,5,0,17,1,한국도로공사,6,0.74,0.36,0.27,0.18,59,75
843,843,422,한국도로공사,1,125,58,100,49,6,7,0.49,47,20,3,3,0.43,14,12,0,1,0.86,1,0,0,0,0.0,9,4,0,2,0.44,7,2,1,1,0.29,22,11,2,0,0.5,74,3,4,0.04,65,52,13,0,17.5,94,45,0,16.33,51,26,3,143.71,42,6,20,12,0,2.0,5,0,11,0,페퍼저축은행,2,0.8,0.48,0.51,0.14,75,59
844,844,423,KGC인삼공사,0,108,47,125,42,11,6,0.34,68,20,4,5,0.29,0,0,0,0,,3,2,0,0,0.67,15,7,1,0,0.47,6,2,0,0,0.33,33,11,6,1,0.33,52,1,5,0.02,87,71,15,1,26.83,130,37,0,13.5,74,22,6,113.4,52,4,25,15,0,2.66,3,0,12,1,현대건설,4,0.82,0.28,0.3,0.08,51,76
845,845,423,현대건설,1,140,64,108,47,4,3,0.44,57,18,2,1,0.32,4,2,0,0,0.5,2,2,0,0,1.0,17,8,0,1,0.47,15,12,0,0,0.8,13,5,2,1,0.38,75,6,1,0.08,86,77,9,0,26.5,118,45,0,17.0,47,18,1,288.89,61,11,24,13,0,3.67,8,0,4,0,KGC인삼공사,5,0.9,0.38,0.38,0.18,76,51
846,846,424,IBK기업은행,0,107,53,112,46,6,6,0.41,50,14,4,4,0.28,3,1,0,0,0.33,4,3,0,0,0.75,12,7,0,1,0.58,2,1,0,0,0.5,41,20,2,1,0.49,74,3,9,0.04,76,62,14,0,21.83,119,46,2,15.66,69,17,4,82.99000000000001,63,4,23,23,1,1.33,3,0,18,1,흥국생명,3,0.82,0.39,0.25,0.06,72,79
847,847,424,흥국생명,1,109,61,125,51,4,8,0.41,63,26,2,6,0.41,3,1,1,0,0.33,4,1,0,0,0.25,18,7,0,1,0.39,4,2,0,0,0.5,33,14,1,1,0.42,77,4,8,0.05,87,70,17,0,23.33,122,48,1,16.0,65,27,3,139.23,46,6,17,16,2,2.0,6,0,19,0,IBK기업은행,1,0.8,0.39,0.42,0.13,79,72
848,848,425,GS칼텍스,0,146,67,150,58,16,12,0.39,60,17,9,3,0.28,7,2,0,0,0.29,2,0,0,0,0.0,22,7,3,4,0.32,8,5,0,0,0.62,51,27,4,5,0.53,83,3,12,0.04,98,82,15,1,21.5,160,58,0,18.91,87,39,2,175.03,68,6,33,18,0,1.5,4,0,25,0,한국도로공사,0,0.84,0.36,0.45,0.09,82,96
849,849,425,한국도로공사,1,122,71,140,53,6,6,0.38,57,16,3,1,0.28,17,9,0,2,0.53,2,0,0,0,0.0,14,4,0,2,0.29,9,1,0,0,0.11,41,23,3,1,0.56,95,2,8,0.02,90,79,11,0,19.92,141,51,0,12.75,71,39,3,226.06,72,16,23,26,1,4.0,15,0,15,1,GS칼텍스,2,0.88,0.36,0.55,0.22,96,82
850,850,426,KGC인삼공사,0,119,36,97,28,10,7,0.29,45,13,6,5,0.29,1,1,0,0,1.0,3,0,0,0,0.0,12,3,1,0,0.25,5,3,0,0,0.6,31,8,3,2,0.26,48,3,7,0.06,64,51,13,0,20.5,114,27,5,9.0,71,21,4,217.12,42,5,12,16,0,2.0,2,0,19,0,흥국생명,4,0.8,0.24,0.3,0.12,47,75
851,851,426,흥국생명,1,123,56,104,42,5,8,0.4,43,16,1,2,0.37,4,1,0,0,0.25,4,2,1,0,0.5,16,5,1,3,0.31,5,2,0,2,0.4,32,16,2,1,0.5,74,4,3,0.05,77,70,7,0,23.5,104,39,0,12.99,41,9,3,91.75999999999999,49,10,20,13,0,3.5,10,0,11,1,KGC인삼공사,1,0.91,0.38,0.22,0.2,75,47
852,852,427,페퍼저축은행,0,123,38,99,29,9,8,0.29,66,18,6,2,0.27,3,1,0,1,0.33,4,2,1,0,0.5,13,3,0,4,0.23,4,2,0,1,0.5,9,3,2,0,0.33,55,3,5,0.05,60,48,12,0,18.0,103,28,3,9.66,65,17,3,73.94,31,6,6,8,1,1.99,2,0,17,0,현대건설,6,0.8,0.27,0.26,0.19,54,75
853,853,427,현대건설,1,133,58,100,46,6,4,0.46,47,18,2,3,0.38,3,2,1,0,0.67,1,1,0,0,1.0,11,6,1,1,0.55,8,7,0,0,0.88,30,12,2,0,0.4,74,3,9,0.04,68,57,11,0,20.84,101,41,3,15.5,50,19,3,140.56,48,9,15,14,0,3.0,8,0,16,1,페퍼저축은행,5,0.84,0.41,0.38,0.19,75,54
854,854,428,IBK기업은행,0,125,80,212,68,10,12,0.32,93,26,6,1,0.28,3,3,0,0,1.0,8,4,0,0,0.5,37,9,1,6,0.24,2,0,2,0,0.0,69,26,1,5,0.38,102,5,15,0.05,149,125,24,0,29.67,219,67,0,15.0,103,32,3,204.01,72,7,43,12,1,1.4000000000000001,6,0,28,1,한국도로공사,3,0.84,0.31,0.31,0.1,101,111
855,855,428,한국도로공사,1,106,83,193,70,7,12,0.36,116,37,5,8,0.32,8,5,0,0,0.62,1,1,0,0,1.0,24,8,1,4,0.33,5,1,0,0,0.2,39,18,1,0,0.46,110,3,7,0.03,143,121,22,0,24.880000000000003,196,66,1,15.6,87,33,5,119.83,94,10,39,22,1,2.0,6,0,21,0,IBK기업은행,2,0.85,0.34,0.38,0.11,111,101
856,856,429,GS칼텍스,1,143,74,150,57,16,12,0.38,85,30,8,4,0.35,9,4,2,0,0.44,1,0,0,0,0.0,16,5,3,4,0.31,6,2,0,0,0.33,33,16,3,4,0.48,102,7,5,0.07,97,79,18,0,21.91,153,53,1,17.25,85,35,3,255.70999999999998,64,10,24,18,2,2.83,8,0,20,0,KGC인삼공사,0,0.81,0.35,0.41,0.16,101,101
857,857,429,KGC인삼공사,0,108,81,144,62,10,9,0.43,78,32,3,5,0.41,1,0,1,0,0.0,3,2,0,0,0.67,19,11,2,3,0.58,5,4,1,0,0.8,38,13,3,1,0.34,100,3,15,0.03,87,71,16,0,18.0,152,60,2,15.83,97,29,7,143.7,76,16,23,20,1,4.25,15,0,27,1,GS칼텍스,4,0.82,0.39,0.3,0.21,101,101
858,858,430,페퍼저축은행,0,135,69,147,57,11,9,0.39,84,31,7,5,0.37,9,4,0,0,0.44,0,0,0,0,,15,5,2,1,0.33,7,3,0,1,0.43,32,14,2,2,0.44,88,5,14,0.06,103,76,27,0,21.25,154,54,2,14.0,92,32,3,152.97,59,7,27,19,0,1.75,5,0,25,1,흥국생명,6,0.74,0.35,0.35,0.12,87,99
859,859,430,흥국생명,1,106,74,143,60,7,12,0.42,60,17,3,5,0.28,12,6,0,0,0.5,4,0,1,1,0.0,22,12,1,2,0.55,6,4,0,1,0.67,39,21,2,3,0.54,98,3,6,0.03,99,76,23,0,20.34,135,54,0,13.5,74,25,5,84.72,63,11,19,18,0,2.75,9,0,18,0,페퍼저축은행,1,0.77,0.4,0.34,0.17,99,87
860,860,431,IBK기업은행,0,116,50,109,42,8,7,0.39,49,13,6,3,0.27,0,0,0,0,,5,5,0,0,1.0,13,4,1,0,0.31,5,2,0,0,0.4,37,18,1,4,0.49,63,1,4,0.02,79,59,20,0,27.0,114,41,1,13.83,68,15,3,87.39,37,7,15,9,0,2.33,5,0,12,0,현대건설,3,0.75,0.36,0.22,0.19,62,75
861,861,431,현대건설,1,140,63,117,52,7,5,0.44,69,30,3,1,0.43,3,2,0,0,0.67,0,0,0,0,,9,5,0,1,0.56,11,5,1,1,0.45,25,10,3,2,0.4,74,3,6,0.04,86,66,20,0,23.83,119,50,0,19.33,59,17,1,113.58,46,8,20,13,1,2.66,7,0,12,1,IBK기업은행,5,0.77,0.42,0.29,0.17,75,62
862,862,432,KGC인삼공사,0,115,69,157,57,15,12,0.36,75,21,7,6,0.28,2,1,1,0,0.5,0,0,0,0,,37,19,3,2,0.51,12,5,2,2,0.42,31,11,2,2,0.35,92,5,8,0.05,109,91,18,0,25.75,166,53,2,13.25,87,30,6,102.69,72,7,30,17,2,2.0,6,0,24,1,한국도로공사,4,0.83,0.32,0.34,0.1,91,98
863,863,432,한국도로공사,1,106,74,157,53,7,7,0.34,91,34,6,5,0.37,10,6,0,0,0.6,2,1,0,0,0.5,15,4,0,1,0.27,9,2,0,0,0.22,30,6,1,1,0.2,97,6,10,0.06,114,96,17,1,24.59,164,52,2,14.0,84,34,5,182.13,66,15,23,18,2,3.75,13,0,22,0,KGC인삼공사,2,0.84,0.32,0.4,0.23,98,91
864,864,433,페퍼저축은행,0,122,65,149,57,13,6,0.38,86,37,9,3,0.43,9,4,0,1,0.44,6,1,0,1,0.17,16,4,1,0,0.25,9,2,0,0,0.22,23,9,3,1,0.39,84,4,6,0.05,108,81,27,0,21.92,152,54,0,14.25,93,35,5,152.32999999999998,58,4,23,17,0,1.0,4,0,12,0,흥국생명,6,0.75,0.36,0.38,0.07,83,99
865,865,433,흥국생명,1,98,87,155,69,4,10,0.45,66,20,1,8,0.3,11,3,0,0,0.27,1,1,0,0,1.0,14,4,1,0,0.29,14,10,0,1,0.71,49,31,2,1,0.63,98,5,5,0.05,99,87,12,0,23.25,151,64,2,16.33,78,30,4,100.96000000000001,84,13,28,26,1,4.0,13,0,18,1,페퍼저축은행,1,0.88,0.42,0.38,0.15,99,83
866,866,434,GS칼텍스,0,145,67,140,57,11,4,0.41,81,32,5,3,0.4,0,0,0,0,,0,0,0,0,,18,9,3,1,0.5,6,1,0,0,0.17,35,15,3,0,0.43,87,4,13,0.05,81,63,18,0,15.83,137,53,0,13.25,86,30,6,144.16,47,6,18,21,0,1.5,5,0,17,0,현대건설,0,0.78,0.39,0.35,0.13,86,96
867,867,434,현대건설,1,151,79,120,62,6,9,0.52,73,37,2,5,0.51,3,2,0,1,0.67,1,0,0,1,0.0,11,5,2,1,0.45,10,6,0,1,0.6,22,12,2,0,0.55,96,6,9,0.06,81,62,19,0,17.75,127,61,0,16.5,74,26,4,118.77,76,11,25,25,1,2.75,10,0,19,1,GS칼텍스,5,0.77,0.48,0.35,0.14,96,86
868,868,435,IBK기업은행,0,143,45,117,37,8,4,0.32,57,13,4,3,0.23,2,1,0,0,0.5,5,2,1,0,0.4,12,5,0,0,0.42,4,1,0,0,0.25,37,15,3,1,0.41,55,5,4,0.09,85,67,18,0,28.0,123,36,0,13.33,71,18,5,141.9,48,3,26,11,1,1.0,2,0,9,0,한국도로공사,3,0.79,0.29,0.25,0.06,53,75
869,869,435,한국도로공사,1,125,66,116,53,3,6,0.46,74,31,1,5,0.42,3,1,0,1,0.33,3,1,0,0,0.33,9,5,2,0,0.56,6,4,0,0,0.67,21,11,0,0,0.52,73,5,2,0.07,86,75,11,0,25.490000000000002,120,51,0,17.009999999999998,51,22,5,143.32999999999998,51,8,16,13,0,2.66,7,0,8,1,IBK기업은행,2,0.87,0.42,0.43,0.16,75,53
870,870,436,KGC인삼공사,1,134,60,85,43,3,2,0.51,43,21,2,1,0.49,1,0,0,0,0.0,4,4,0,0,1.0,13,5,0,1,0.38,8,4,0,0,0.5,16,9,1,0,0.56,74,7,11,0.09,51,43,8,0,19.66,81,36,0,13.5,41,14,2,199.76,42,10,14,12,0,3.33,8,0,13,1,페퍼저축은행,4,0.84,0.44,0.34,0.24,75,48
871,871,436,페퍼저축은행,0,135,35,80,30,10,4,0.38,53,19,8,4,0.36,3,2,0,0,0.67,2,0,0,0,0.0,9,2,1,0,0.22,7,2,1,0,0.29,6,5,0,0,0.83,49,2,8,0.04,60,45,14,1,15.49,93,30,2,10.0,63,18,7,74.75,30,3,14,11,0,0.99,3,0,15,0,KGC인삼공사,6,0.75,0.32,0.29,0.1,48,75
872,872,437,GS칼텍스,1,157,80,141,70,10,9,0.5,82,39,5,5,0.48,5,3,0,0,0.6,1,1,0,0,1.0,16,9,2,1,0.56,6,1,1,0,0.17,31,17,2,3,0.55,95,5,9,0.05,85,73,11,1,19.34,144,63,2,19.33,77,32,0,121.91,69,5,31,20,2,1.5,4,0,23,0,흥국생명,0,0.86,0.44,0.42,0.07,96,85
873,873,437,흥국생명,0,112,62,127,52,5,4,0.41,67,24,3,3,0.36,2,0,0,0,0.0,4,1,0,0,0.25,13,8,0,1,0.62,10,5,0,0,0.5,31,14,2,0,0.45,86,0,9,0.0,86,63,23,0,17.0,137,51,3,14.58,86,24,5,177.64,64,10,18,24,0,2.5,6,0,16,1,GS칼텍스,1,0.73,0.37,0.28,0.16,85,96
874,874,438,KGC인삼공사,1,90,84,176,70,11,13,0.4,87,34,4,6,0.39,1,0,0,0,0.0,2,0,0,0,0.0,34,12,4,4,0.35,8,0,1,1,0.0,44,24,2,2,0.55,112,4,11,0.04,127,98,29,0,19.6,180,67,2,13.399999999999999,97,42,4,164.54000000000002,80,10,33,23,1,2.0,4,0,27,0,현대건설,4,0.77,0.37,0.43,0.12,111,111
875,875,438,현대건설,0,151,84,183,69,10,12,0.38,94,35,7,7,0.37,6,2,0,0,0.33,1,0,0,0,0.0,26,13,2,2,0.5,18,8,0,0,0.44,38,11,1,3,0.29,110,4,13,0.04,119,98,21,0,22.61,183,65,0,14.379999999999999,101,40,4,174.24,94,11,37,34,2,2.6,10,0,27,1,KGC인삼공사,5,0.82,0.36,0.4,0.12,111,111
876,876,439,페퍼저축은행,0,134,40,97,36,13,9,0.37,64,22,10,5,0.34,3,0,1,1,0.0,3,1,0,1,0.33,13,6,1,0,0.46,6,2,1,2,0.33,8,5,0,0,0.62,50,3,5,0.06,66,50,16,0,20.5,108,36,4,16.990000000000002,70,14,6,60.71,34,1,18,10,1,0.33,1,0,19,1,한국도로공사,6,0.76,0.33,0.2,0.03,49,75
877,877,439,한국도로공사,1,159,56,86,37,1,4,0.43,38,13,0,2,0.34,7,5,1,1,0.71,5,1,0,0,0.2,5,4,0,0,0.8,5,3,0,0,0.6,26,11,0,1,0.42,74,6,4,0.08,55,46,9,0,17.16,82,35,1,12.66,45,20,3,214.06,49,13,13,16,0,4.67,11,0,9,0,페퍼저축은행,2,0.84,0.43,0.44,0.27,75,49
878,878,440,GS칼텍스,1,131,56,116,48,5,5,0.41,61,19,3,2,0.31,0,0,0,0,,0,0,0,0,,19,12,0,0,0.63,8,3,0,2,0.38,28,14,2,1,0.5,75,4,8,0.05,80,66,14,0,22.66,115,45,0,15.16,60,20,4,130.39,45,4,13,17,0,1.33,4,0,13,0,IBK기업은행,0,0.82,0.39,0.33,0.09,77,68
879,879,440,IBK기업은행,0,91,55,121,46,4,11,0.38,57,23,2,5,0.4,5,1,0,0,0.2,5,2,0,1,0.4,17,6,1,2,0.35,1,1,0,0,1.0,36,13,1,3,0.36,70,4,10,0.06,81,68,13,0,23.32,123,45,0,15.0,67,17,4,79.17,66,5,30,23,0,1.6600000000000001,5,0,21,1,GS칼텍스,3,0.84,0.37,0.25,0.08,68,77
880,880,441,KGC인삼공사,0,129,65,155,56,13,6,0.36,88,26,10,1,0.3,5,3,0,1,0.6,1,0,1,0,0.0,22,8,0,2,0.36,10,4,0,0,0.4,29,15,2,2,0.52,85,2,5,0.02,109,88,21,0,25.08,165,54,1,15.75,88,27,3,181.66,96,7,32,31,1,1.75,7,0,13,1,흥국생명,4,0.81,0.33,0.31,0.07,84,96
881,881,441,흥국생명,1,112,83,172,67,7,9,0.39,80,27,3,6,0.34,6,4,0,0,0.67,2,1,0,0,0.5,23,8,3,1,0.35,11,5,0,0,0.45,50,22,1,2,0.44,95,3,7,0.03,119,107,12,0,27.25,176,63,2,16.58,80,25,2,172.57,77,13,29,22,1,3.33,10,0,19,0,KGC인삼공사,1,0.9,0.36,0.31,0.17,96,84
882,882,442,한국도로공사,0,89,68,180,51,10,10,0.28,115,24,8,7,0.21,4,3,0,0,0.75,2,0,0,0,0.0,13,4,1,0,0.31,8,3,0,2,0.38,38,17,1,1,0.45,89,6,7,0.07,134,112,22,0,28.0,189,49,0,12.25,92,36,5,157.49,89,11,45,20,0,2.75,8,0,17,0,현대건설,2,0.84,0.26,0.39,0.12,88,98
883,883,442,현대건설,1,148,81,186,66,11,11,0.35,101,27,6,8,0.27,8,3,1,0,0.38,0,0,0,0,,19,9,1,1,0.47,21,10,1,0,0.48,37,17,2,2,0.46,97,5,5,0.05,143,125,18,0,33.67,194,66,3,19.5,82,34,6,148.39,98,10,56,18,1,2.5,9,0,20,1,한국도로공사,5,0.87,0.34,0.41,0.1,98,88
884,884,443,GS칼텍스,1,166,61,104,50,2,7,0.48,53,24,0,3,0.45,2,1,0,0,0.5,0,0,0,0,,12,4,0,1,0.33,7,3,1,1,0.43,30,18,1,2,0.6,73,5,6,0.07,78,70,8,0,24.17,110,45,0,24.5,48,25,3,153.51,44,6,16,14,0,2.0,5,0,13,1,페퍼저축은행,0,0.9,0.41,0.52,0.14,75,53
885,885,443,페퍼저축은행,0,142,40,101,35,6,5,0.35,47,14,3,1,0.3,10,6,0,2,0.6,2,1,0,0,0.5,12,5,0,1,0.42,11,2,0,1,0.18,19,7,3,0,0.37,55,3,7,0.05,74,53,21,0,18.0,106,34,2,12.33,67,21,5,93.0,48,2,15,17,0,0.66,1,0,14,0,GS칼텍스,6,0.72,0.32,0.31,0.04,53,75
