,index,팀명,범실_평균_다섯,디그_평균_다섯,리시브_평균_다섯,공격종합_평균_다섯,블로킹_평균_다섯,세트_평균_다섯,서브_평균_다섯
44,281,흥국생명,16.2,0.8640000000000001,0.506,0.368,0.12799999999999997,0.348,0.05
51,282,IBK기업은행,14.6,0.86,0.49799999999999994,0.358,0.12,0.33399999999999996,0.05600000000000001
48,283,한국도로공사,16.0,0.8880000000000001,0.55,0.402,0.11599999999999999,0.376,0.036
45,284,GS칼텍스,16.2,0.818,0.41200000000000003,0.334,0.156,0.304,0.046000000000000006
48,285,현대건설,21.6,0.8699999999999999,0.462,0.366,0.15,0.336,0.032
45,286,KGC인삼공사,21.6,0.852,0.484,0.26399999999999996,0.10600000000000001,0.23200000000000004,0.022
49,287,한국도로공사,15.4,0.884,0.51,0.388,0.10999999999999999,0.36,0.03
49,288,현대건설,21.8,0.8600000000000001,0.434,0.364,0.15,0.32999999999999996,0.036
45,289,흥국생명,14.6,0.876,0.4600000000000001,0.37999999999999995,0.124,0.352,0.054000000000000006
52,290,IBK기업은행,15.0,0.8540000000000001,0.492,0.368,0.13399999999999998,0.342,0.068
46,291,KGC인삼공사,22.4,0.836,0.49000000000000005,0.27,0.08600000000000001,0.24,0.042
46,292,GS칼텍스,17.0,0.844,0.41200000000000003,0.356,0.166,0.324,0.048
50,293,한국도로공사,15.6,0.8779999999999999,0.488,0.38399999999999995,0.11399999999999999,0.356,0.038
50,294,현대건설,22.4,0.8539999999999999,0.42800000000000005,0.362,0.13199999999999998,0.328,0.033999999999999996
46,295,흥국생명,13.6,0.8639999999999999,0.4600000000000001,0.388,0.098,0.356,0.06
47,296,KGC인삼공사,20.4,0.834,0.512,0.292,0.08,0.268,0.044
51,297,현대건설,20.0,0.8540000000000001,0.426,0.37,0.134,0.332,0.030000000000000006
53,298,IBK기업은행,13.8,0.8379999999999999,0.48200000000000004,0.374,0.148,0.34400000000000003,0.068
47,299,흥국생명,13.4,0.85,0.45999999999999996,0.386,0.09,0.354,0.048
47,300,GS칼텍스,15.0,0.85,0.44000000000000006,0.384,0.162,0.356,0.046
48,301,KGC인삼공사,19.8,0.8320000000000001,0.53,0.31599999999999995,0.078,0.29000000000000004,0.05
51,302,한국도로공사,15.0,0.874,0.45999999999999996,0.386,0.118,0.36,0.036
48,303,흥국생명,13.2,0.8619999999999999,0.418,0.398,0.094,0.36000000000000004,0.06
48,304,GS칼텍스,16.2,0.858,0.44000000000000006,0.384,0.162,0.362,0.046
52,305,한국도로공사,16.6,0.8640000000000001,0.4640000000000001,0.388,0.126,0.36,0.032
54,306,IBK기업은행,13.0,0.818,0.45200000000000007,0.376,0.152,0.344,0.06799999999999999
52,307,현대건설,19.6,0.8520000000000001,0.418,0.37,0.13,0.33199999999999996,0.030000000000000006
49,308,GS칼텍스,17.0,0.8480000000000001,0.442,0.384,0.146,0.364,0.044
55,309,IBK기업은행,13.2,0.808,0.462,0.382,0.17,0.34800000000000003,0.06
49,310,KGC인삼공사,17.2,0.8260000000000002,0.48199999999999993,0.31799999999999995,0.06799999999999999,0.29200000000000004,0.048
49,311,흥국생명,15.4,0.8560000000000001,0.43600000000000005,0.394,0.1,0.354,0.06
50,312,KGC인삼공사,15.8,0.812,0.4720000000000001,0.33199999999999996,0.066,0.30200000000000005,0.05800000000000001
50,313,흥국생명,14.0,0.8459999999999999,0.45600000000000007,0.4,0.10200000000000001,0.362,0.048
50,314,GS칼텍스,16.2,0.8540000000000001,0.45,0.392,0.13999999999999999,0.376,0.034
56,315,IBK기업은행,14.2,0.8240000000000001,0.45199999999999996,0.362,0.176,0.33,0.052000000000000005
53,316,현대건설,19.0,0.8640000000000001,0.41200000000000003,0.378,0.10800000000000001,0.336,0.036
51,317,흥국생명,17.4,0.844,0.4600000000000001,0.396,0.11000000000000001,0.36,0.05
