,index,팀명,범실_평균_다섯,디그_평균_다섯,리시브_평균_다섯,공격종합_평균_다섯,블로킹_평균_다섯,세트_평균_다섯,서브_평균_다섯
102,724,삼성화재,18.6,0.788,0.25599999999999995,0.48599999999999993,0.092,0.43,0.032
99,725,한국전력,20.6,0.748,0.44400000000000006,0.462,0.146,0.43600000000000005,0.024
100,726,OK금융그룹,19.4,0.716,0.41,0.536,0.13199999999999998,0.496,0.054000000000000006
102,727,우리카드,16.2,0.792,0.426,0.524,0.19,0.47999999999999987,0.048
103,728,삼성화재,18.8,0.782,0.272,0.512,0.10800000000000001,0.45999999999999996,0.04
109,729,현대캐피탈,31.2,0.806,0.5160000000000001,0.4779999999999999,0.23399999999999999,0.45,0.026000000000000002
111,730,대한항공,23.6,0.76,0.484,0.602,0.274,0.5680000000000001,0.044
100,731,한국전력,19.4,0.7379999999999999,0.44799999999999995,0.454,0.158,0.418,0.018000000000000002
101,732,KB손해보험,18.6,0.6880000000000001,0.434,0.524,0.138,0.49000000000000005,0.066
103,733,우리카드,19.0,0.772,0.43,0.552,0.186,0.5,0.054000000000000006
101,734,OK금융그룹,20.0,0.7460000000000001,0.396,0.516,0.14,0.484,0.052000000000000005
104,735,삼성화재,17.0,0.798,0.32799999999999996,0.536,0.11199999999999999,0.47400000000000003,0.044000000000000004
101,736,한국전력,19.2,0.7259999999999999,0.43999999999999995,0.4600000000000001,0.12000000000000002,0.42000000000000004,0.02
110,737,현대캐피탈,29.2,0.776,0.46799999999999997,0.46799999999999997,0.22600000000000003,0.44000000000000006,0.03
102,738,KB손해보험,16.0,0.6900000000000001,0.42399999999999993,0.524,0.128,0.41600000000000004,0.076
104,739,우리카드,19.8,0.7819999999999999,0.44000000000000006,0.528,0.192,0.476,0.052000000000000005
105,740,삼성화재,19.8,0.7859999999999999,0.41200000000000003,0.534,0.13799999999999998,0.414,0.046000000000000006
102,741,한국전력,20.0,0.736,0.43,0.44799999999999995,0.148,0.404,0.026000000000000002
103,742,KB손해보험,16.8,0.6980000000000001,0.43,0.514,0.094,0.41,0.06200000000000001
102,743,OK금융그룹,24.6,0.742,0.362,0.516,0.146,0.484,0.06600000000000002
105,744,우리카드,19.6,0.772,0.438,0.542,0.176,0.4959999999999999,0.06
111,745,현대캐피탈,27.0,0.778,0.458,0.466,0.23200000000000004,0.434,0.034
112,746,대한항공,24.2,0.776,0.492,0.5900000000000001,0.256,0.5599999999999999,0.05800000000000001
106,747,삼성화재,18.8,0.778,0.446,0.558,0.138,0.43,0.054000000000000006
103,748,OK금융그룹,25.2,0.714,0.384,0.516,0.17800000000000002,0.47800000000000004,0.064
103,749,한국전력,21.4,0.742,0.41200000000000003,0.434,0.15799999999999997,0.39399999999999996,0.032
104,750,KB손해보험,15.8,0.7,0.44000000000000006,0.518,0.11400000000000002,0.418,0.057999999999999996
112,751,현대캐피탈,28.2,0.774,0.45,0.48599999999999993,0.22799999999999998,0.4539999999999999,0.038
113,752,대한항공,21.2,0.7779999999999999,0.49800000000000005,0.612,0.264,0.584,0.076
106,753,우리카드,18.4,0.796,0.41200000000000003,0.56,0.17,0.508,0.064
107,754,삼성화재,17.2,0.76,0.43999999999999995,0.536,0.144,0.42000000000000004,0.041999999999999996
104,755,한국전력,21.0,0.728,0.404,0.44000000000000006,0.172,0.40800000000000003,0.032
107,756,우리카드,18.2,0.8019999999999999,0.42800000000000005,0.524,0.17,0.48,0.062
113,757,현대캐피탈,29.4,0.748,0.438,0.49000000000000005,0.19999999999999998,0.4640000000000001,0.044
114,758,대한항공,22.2,0.7819999999999999,0.492,0.604,0.276,0.576,0.074
108,759,삼성화재,19.8,0.744,0.462,0.528,0.16999999999999998,0.40800000000000003,0.044000000000000004
104,760,OK금융그룹,27.8,0.722,0.398,0.5,0.21400000000000002,0.466,0.057999999999999996
105,761,한국전력,22.2,0.724,0.43,0.45999999999999996,0.194,0.43600000000000005,0.046
105,762,KB손해보험,17.2,0.69,0.4619999999999999,0.526,0.11400000000000002,0.426,0.052000000000000005
108,763,우리카드,16.6,0.788,0.44399999999999995,0.48200000000000004,0.156,0.442,0.05199999999999999
109,764,삼성화재,21.8,0.7220000000000001,0.44000000000000006,0.5159999999999999,0.194,0.404,0.046
114,765,현대캐피탈,26.4,0.766,0.43200000000000005,0.51,0.192,0.484,0.04
105,766,OK금융그룹,24.6,0.72,0.41999999999999993,0.52,0.22399999999999998,0.48200000000000004,0.05600000000000001
115,767,대한항공,20.4,0.744,0.528,0.6,0.29400000000000004,0.5720000000000001,0.082
106,768,KB손해보험,20.0,0.698,0.446,0.522,0.12400000000000003,0.426,0.048
