index,경기번호,경기날짜,팀명,홈_어웨이,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,서브_시도,서브_성공,서브_범실,서브_성공률,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,세트_시도,세트_성공,세트_범실,세트_세트당,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_어시스트,벌칙_벌칙,범실_범실,득점점유율,스타팅멤버,팀코드,디그_성공률,세트_성공률,리시브_정확도,블로킹_성공률,총_점수,실점,상대팀
632,317,2019-12-12,KB손해보험,0,0,66,117,54,14,6,0.46,49,17,7,3,0.35,3,1,0,0,0.33,0,0,0,0,0.0,18,11,4,1,0.61,17,8,1,0,0.47,30,17,2,2,0.57,94,3,10,0.03,52,42,10,0,8.93,110,51,2,10.2,89,39,4,268.47,60,9,17,21,2,1.8,9,0,20,0.9999999999999996,6,2,0.81,0.46,0.44,0.15,96,105,대한항공
633,317,2019-12-12,대한항공,1,1,85,133,67,11,10,0.5,47,18,7,3,0.38,0,0,0,0,0.0,0,0,0,0,0.0,25,14,1,3,0.56,26,16,0,1,0.62,35,19,3,3,0.54,105,4,15,0.04,71,57,14,0,11.4,129,63,2,12.6,86,50,3,164.76,66,14,20,25,1,2.8000000000000003,9,0,28,1.0,6,0,0.8,0.49,0.58,0.21,105,96,KB손해보험
634,318,2019-12-13,OK저축은행,0,1,61,77,45,6,6,0.58,21,10,1,3,0.48,4,3,0,0,0.75,0,0,0,0,0.0,21,14,4,2,0.67,17,9,1,1,0.53,14,9,0,0,0.64,64,7,10,0.11,30,22,7,1,7.33,52,32,1,10.67,46,22,3,212.86,33,9,9,12,1,3.0,7,0,19,0.9999999999999996,5,4,0.73,0.62,0.48,0.27,75,64,한국전력
635,318,2019-12-13,한국전력,1,0,42,63,33,10,2,0.52,17,8,0,0,0.47,3,0,1,1,0.0,0,0,0,0,0.0,10,7,2,0,0.7,10,6,2,1,0.6,23,12,5,0,0.52,59,3,9,0.05,25,17,8,0,5.66,69,34,1,11.33,57,23,8,88.33,35,6,7,15,0,1.99,4,0,12,0.9999999999999996,6,5,0.68,0.49,0.4,0.17,64,75,OK저축은행
636,319,2019-12-14,우리카드,1,0,50,80,40,9,6,0.5,28,12,4,1,0.43,1,1,0,0,1.0,0,0,0,0,0.0,18,9,3,1,0.5,3,2,0,1,0.67,30,16,2,3,0.53,66,2,11,0.03,30,21,9,0,6.98,87,42,0,13.99,72,29,4,106.58,44,8,9,17,0,2.66,6,0,17,1.0,5,6,0.7,0.48,0.4,0.18,77,89,현대캐피탈
637,319,2019-12-14,현대캐피탈,0,1,70,97,55,9,6,0.57,35,17,4,5,0.49,1,0,0,0,0.0,0,0,0,0,0.0,28,19,2,0,0.68,13,8,1,0,0.62,20,11,2,1,0.55,87,5,14,0.06,45,36,9,0,12.02,97,53,1,17.66,66,33,2,306.06,49,10,11,21,0,3.3200000000000003,9,0,21,0.9999999999999996,5,1,0.8,0.55,0.5,0.2,89,77,우리카드
638,320,2019-12-15,대한항공,1,1,51,71,34,7,5,0.48,26,10,4,0,0.38,0,0,0,0,0.0,0,0,0,0,0.0,16,7,1,2,0.44,7,6,0,0,0.86,22,11,2,3,0.5,68,11,12,0.16,34,25,9,0,8.33,75,34,0,11.33,58,30,4,139.32999999999998,29,6,6,14,1,1.99,6,0,18,1.0,6,0,0.74,0.45,0.52,0.21,75,65,삼성화재
639,320,2019-12-15,삼성화재,0,0,25,34,20,2,2,0.59,10,7,0,0,0.7,1,0,0,0,0.0,0,0,0,0,0.0,5,3,1,1,0.6,12,6,1,0,0.5,6,4,0,1,0.67,40,1,5,0.02,20,17,3,0,5.66,8,2,0,0.66,38,14,9,41.7,26,4,3,12,2,1.33,5,0,9,1.0,2,3,0.85,0.25,0.37,0.15,65,75,대한항공
640,321,2019-12-18,KB손해보험,1,0,49,82,44,6,4,0.54,24,6,4,2,0.25,4,4,0,0,1.0,0,0,0,0,0.0,11,7,0,2,0.64,15,9,0,0,0.6,28,18,2,0,0.64,74,1,7,0.01,46,30,16,0,7.67,111,57,1,14.25,80,48,1,256.67,49,4,8,29,3,1.0,5,0,15,0.9999999999999998,4,2,0.65,0.51,0.6,0.08,89,96,한국전력
641,321,2019-12-18,한국전력,0,1,72,101,63,6,6,0.62,40,22,3,2,0.55,1,0,1,0,0.0,0,0,0,0,0.0,29,18,1,2,0.62,8,5,0,1,0.62,23,18,1,1,0.78,83,1,14,0.01,50,33,16,1,8.75,110,64,2,16.0,73,28,1,213.74,47,8,17,18,0,2.16,5,0,23,0.9999999999999996,5,5,0.66,0.58,0.38,0.17,96,89,KB손해보험
642,322,2019-12-19,대한항공,0,0,94,128,74,10,13,0.58,41,17,4,7,0.41,0,0,0,0,0.0,0,0,0,0,0.0,28,18,2,1,0.64,20,17,0,1,0.85,39,22,4,4,0.56,113,9,12,0.08,63,45,16,2,9.43,132,71,1,14.2,104,43,8,132.0,74,11,20,32,1,2.33,7,0,29,0.9999999999999998,6,0,0.71,0.54,0.41,0.15,113,117,우리카드
643,322,2019-12-19,우리카드,1,1,88,133,69,11,7,0.52,51,24,7,3,0.47,1,1,0,0,1.0,0,0,0,0,0.0,17,6,1,3,0.35,14,9,0,0,0.64,50,29,3,1,0.58,116,9,11,0.08,71,48,23,0,9.6,134,67,1,13.4,102,35,9,138.89,53,10,13,25,0,2.0,10,0,19,0.9999999999999996,6,6,0.68,0.5,0.34,0.19,117,113,대한항공
644,323,2019-12-20,OK저축은행,0,0,45,75,40,6,6,0.53,27,10,4,3,0.37,2,1,0,0,0.5,0,0,0,0,0.0,15,7,1,3,0.47,4,2,0,0,0.5,27,20,1,0,0.74,64,2,10,0.03,34,24,10,0,8.0,82,39,1,13.0,59,21,2,101.84,34,3,4,20,2,0.99,2,0,19,0.9999999999999998,5,4,0.71,0.48,0.36,0.09,69,77,삼성화재
645,323,2019-12-20,삼성화재,1,1,56,80,48,3,6,0.6,32,19,1,2,0.59,0,0,0,0,0.0,0,0,0,0,0.0,20,11,1,2,0.55,10,6,0,0,0.6,18,12,1,2,0.67,76,2,15,0.03,33,26,7,0,8.66,82,46,0,15.34,59,18,2,83.93,43,6,9,17,3,2.0,6,0,24,0.9999999999999998,6,3,0.79,0.56,0.31,0.14,77,69,OK저축은행
646,324,2019-12-21,KB손해보험,0,0,34,64,26,13,7,0.41,23,9,5,2,0.39,0,0,0,0,0.0,0,0,0,0,0.0,17,7,3,4,0.41,6,1,2,0,0.17,18,9,3,1,0.5,46,2,9,0.04,31,24,7,0,8.0,58,20,1,6.67,48,18,4,103.76,27,6,4,13,0,1.99,3,0,17,1.0,5,2,0.77,0.34,0.38,0.22,55,75,현대캐피탈
647,324,2019-12-21,현대캐피탈,1,1,57,67,40,6,3,0.6,27,14,2,3,0.52,0,0,0,0,0.0,0,0,0,0,0.0,22,16,2,0,0.73,7,4,0,0,0.57,11,6,2,0,0.55,71,4,16,0.06,29,23,6,0,7.68,65,38,0,12.67,46,25,2,298.7,43,13,9,14,0,4.33,10,0,19,0.9999999999999996,5,1,0.79,0.58,0.54,0.3,75,55,KB손해보험
648,325,2019-12-22,대한항공,1,1,91,134,72,9,12,0.54,38,19,2,4,0.5,1,1,0,0,1.0,0,0,0,0,0.0,31,18,2,3,0.58,15,7,1,0,0.47,49,27,4,5,0.55,120,6,19,0.05,77,60,17,0,12.0,139,68,3,13.6,96,48,3,129.84,78,13,18,31,1,2.6,11,0,35,0.9999999999999996,6,0,0.78,0.49,0.5,0.17,122,112,한국전력
649,325,2019-12-22,한국전력,0,0,71,137,59,14,10,0.43,47,19,6,3,0.4,6,3,0,1,0.5,0,0,0,0,0.0,31,12,2,3,0.39,14,4,1,1,0.29,39,21,5,2,0.54,111,3,16,0.03,75,60,15,0,14.56,148,61,2,19.72,102,48,6,174.84,56,9,15,24,1,1.93,5,0,29,0.9999999999999996,6,5,0.8,0.41,0.47,0.16,112,122,대한항공
650,326,2019-12-24,OK저축은행,1,0,27,60,23,10,8,0.38,20,6,4,3,0.3,0,0,0,0,0.0,0,0,0,0,0.0,18,6,2,4,0.33,5,4,0,0,0.8,17,7,4,1,0.41,45,1,4,0.02,23,15,8,0,5.0,48,21,2,7.0,41,15,2,90.83,20,3,4,10,1,1.0,4,0,15,0.9999999999999998,1,4,0.65,0.44,0.37,0.15,62,75,현대캐피탈
651,326,2019-12-24,현대캐피탈,0,1,54,74,40,5,11,0.54,27,10,1,6,0.37,0,0,0,0,0.0,0,0,0,0,0.0,20,13,3,2,0.65,15,9,1,2,0.6,12,8,0,1,0.67,68,3,11,0.04,32,23,8,1,7.66,76,39,1,13.0,52,24,1,100.42,31,11,7,9,0,3.66,10,0,24,0.9999999999999998,6,1,0.72,0.51,0.46,0.35,75,62,OK저축은행
652,327,2019-12-25,우리카드,0,1,76,114,67,5,12,0.59,35,13,2,8,0.37,5,4,0,0,0.8,0,0,0,0,0.0,15,10,0,1,0.67,12,10,0,2,0.83,47,30,3,1,0.64,100,1,11,0.01,62,44,18,0,11.5,116,69,0,17.33,85,50,3,207.51,62,8,16,27,1,2.17,6,0,24,0.9999999999999998,4,6,0.71,0.59,0.59,0.13,108,96,한국전력
653,327,2019-12-25,한국전력,1,0,70,131,62,8,13,0.47,42,18,3,4,0.43,5,3,1,1,0.6,0,0,0,0,0.0,29,11,2,4,0.38,14,7,0,2,0.5,41,23,2,2,0.56,96,3,11,0.03,57,41,16,0,10.5,123,56,2,14.08,94,45,1,221.7,43,5,9,26,1,1.33,5,0,27,0.9999999999999996,5,5,0.72,0.46,0.48,0.12,96,108,우리카드
654,328,2019-12-28,OK저축은행,1,1,52,60,34,5,7,0.57,18,7,3,3,0.39,1,1,0,0,1.0,0,0,0,0,0.0,13,7,1,3,0.54,9,6,1,0,0.67,19,13,0,1,0.68,70,10,15,0.14,18,17,1,0,5.65,58,30,0,10.0,48,16,2,94.67,36,8,6,20,1,2.67,7,0,23,0.9999999999999998,6,4,0.94,0.52,0.33,0.22,75,63,삼성화재
655,328,2019-12-28,삼성화재,0,0,37,56,31,8,5,0.55,25,13,4,3,0.52,0,0,0,0,0.0,0,0,0,0,0.0,15,8,3,2,0.53,5,3,0,0,0.6,11,7,1,0,0.64,56,1,14,0.02,22,16,6,0,5.33,52,27,1,8.99,49,10,9,32.46,31,5,6,16,1,1.66,4,0,21,1.0,6,3,0.73,0.52,0.2,0.16,63,75,OK저축은행
656,329,2019-12-29,KB손해보험,1,1,70,103,54,11,11,0.52,27,14,0,2,0.52,6,4,1,0,0.67,0,0,0,0,0.0,14,6,3,4,0.43,10,3,1,0,0.3,46,27,6,5,0.59,95,2,9,0.02,56,46,9,1,11.67,107,52,2,13.5,70,24,7,135.32,56,14,17,17,1,3.58,13,0,24,0.9999999999999996,6,2,0.82,0.49,0.34,0.25,98,89,대한항공
657,329,2019-12-29,대한항공,0,0,61,98,42,14,8,0.43,36,16,5,3,0.44,0,0,0,0,0.0,0,0,0,0,0.0,18,5,3,4,0.28,18,9,0,1,0.5,26,12,6,0,0.46,87,9,15,0.1,44,32,12,0,8.34,113,44,0,11.0,73,27,2,115.32,49,10,5,25,2,2.58,6,0,25,0.9999999999999996,6,0,0.73,0.39,0.37,0.2,89,98,KB손해보험
658,330,2019-12-31,우리카드,1,1,59,74,46,1,3,0.62,24,11,1,1,0.46,5,5,0,0,1.0,0,0,0,0,0.0,13,8,0,1,0.62,7,6,0,0,0.86,25,16,0,1,0.64,73,3,8,0.04,48,37,10,1,12.34,77,46,1,15.33,48,31,2,178.53,48,10,16,15,0,3.33,7,0,13,0.9999999999999998,6,6,0.77,0.6,0.65,0.21,76,55,한국전력
659,330,2019-12-31,한국전력,0,0,40,82,37,7,5,0.45,26,6,3,2,0.23,9,6,0,1,0.67,0,0,0,0,0.0,20,10,3,1,0.5,10,7,0,0,0.7,17,8,1,1,0.47,53,2,8,0.04,46,31,15,0,10.34,85,36,1,12.0,62,37,2,170.52,23,1,10,8,1,0.33,0,0,15,1.0,6,5,0.67,0.42,0.6,0.04,55,76,우리카드
660,331,2020-01-01,KB손해보험,0,0,55,99,44,7,8,0.44,45,15,4,4,0.33,4,2,0,1,0.5,0,0,0,0,0.0,15,8,1,1,0.53,6,3,0,0,0.5,29,16,2,2,0.55,81,3,10,0.04,50,35,15,0,8.75,107,45,2,11.33,81,17,6,67.47,53,8,14,25,0,2.08,7,0,20,0.9999999999999996,6,2,0.7,0.42,0.21,0.15,82,96,삼성화재
661,331,2020-01-01,삼성화재,1,1,75,104,61,8,7,0.59,45,27,3,5,0.6,3,3,0,0,1.0,0,0,0,0,0.0,23,11,3,2,0.48,17,10,0,0,0.59,16,10,2,0,0.62,93,6,12,0.06,54,41,13,0,10.25,87,49,2,12.25,72,37,3,235.67,58,8,16,24,1,2.0,6,0,22,0.9999999999999996,6,3,0.76,0.56,0.51,0.14,96,82,KB손해보험
662,332,2020-01-03,OK저축은행,0,1,72,105,57,14,6,0.54,36,21,7,1,0.58,5,4,0,0,0.8,0,0,0,0,0.0,24,13,5,1,0.54,14,5,0,2,0.36,26,14,2,2,0.54,97,8,19,0.08,53,42,11,0,10.58,109,54,2,14.58,76,31,7,245.38,42,7,13,20,0,1.75,8,0,27,0.9999999999999996,6,4,0.79,0.5,0.41,0.17,99,89,현대캐피탈
663,332,2020-01-03,현대캐피탈,1,0,60,78,40,7,6,0.51,28,15,1,3,0.54,0,0,0,0,0.0,0,0,0,0,0.0,27,13,6,2,0.48,12,7,0,0,0.58,11,5,0,1,0.45,89,7,13,0.08,35,27,8,0,6.75,89,40,3,10.0,71,31,7,161.85,54,13,11,21,1,3.25,10,0,23,0.9999999999999998,5,1,0.77,0.45,0.44,0.24,89,99,OK저축은행
664,333,2020-01-04,대한항공,1,0,47,89,43,9,8,0.48,46,22,5,2,0.48,4,0,1,0,0.0,0,0,0,0,0.0,17,8,1,3,0.47,6,5,0,0,0.83,16,8,2,3,0.5,63,4,10,0.06,51,37,13,1,12.33,86,39,0,12.99,63,23,5,155.18,27,0,10,12,0,0.0,1,0,19,1.0,5,0,0.73,0.45,0.37,0.0,62,75,우리카드
665,333,2020-01-04,우리카드,0,1,55,72,41,1,2,0.57,23,9,1,2,0.39,0,0,0,0,0.0,0,0,0,0,0.0,11,5,0,0,0.45,9,6,0,0,0.67,29,21,0,0,0.72,70,5,9,0.07,46,33,13,0,11.0,76,41,1,13.67,54,20,4,145.59,50,9,14,19,1,2.99,7,0,13,0.9999999999999996,6,6,0.72,0.54,0.37,0.18,75,62,대한항공
666,334,2020-01-14,대한항공,0,1,46,74,36,5,9,0.49,19,8,2,3,0.42,1,1,0,0,1.0,0,0,0,0,0.0,22,11,1,4,0.5,8,4,0,1,0.5,24,12,2,1,0.5,63,0,9,0.0,39,31,8,0,10.34,81,39,0,13.0,55,32,1,178.04,37,10,12,12,1,3.33,7,0,19,1.0,5,0,0.79,0.48,0.58,0.27,75,63,한국전력
667,334,2020-01-14,한국전력,1,0,40,80,35,11,9,0.44,28,14,2,2,0.5,7,4,0,0,0.57,0,0,0,0,0.0,25,8,7,5,0.32,3,1,0,0,0.33,17,8,2,2,0.47,55,1,7,0.02,40,29,11,0,9.67,87,35,3,11.66,65,28,0,201.82,21,4,5,9,1,1.33,3,0,20,1.0,4,5,0.72,0.4,0.43,0.19,63,75,대한항공
668,335,2020-01-15,우리카드,0,1,73,112,63,8,5,0.56,32,15,3,1,0.47,1,0,0,0,0.0,0,0,0,0,0.0,27,15,4,2,0.56,14,10,0,0,0.71,38,23,1,2,0.61,96,7,13,0.07,64,52,12,0,13.0,119,63,2,15.75,69,34,0,363.42,48,3,14,23,0,0.75,1,0,20,1.0,6,6,0.81,0.53,0.49,0.06,98,83,현대캐피탈
669,335,2020-01-15,현대캐피탈,1,0,62,107,54,3,9,0.5,40,11,1,4,0.28,0,0,0,0,0.0,0,0,0,0,0.0,27,15,0,2,0.56,11,9,0,0,0.82,29,19,2,3,0.66,79,0,12,0.0,56,39,17,0,10.08,109,54,0,17.75,83,37,6,214.48,61,8,13,28,2,2.0,8,0,23,0.9999999999999998,6,1,0.7,0.5,0.45,0.13,83,98,우리카드
670,336,2020-01-16,KB손해보험,0,1,70,101,56,9,6,0.55,33,19,1,3,0.58,1,0,1,0,0.0,0,0,0,0,0.0,27,10,6,3,0.37,18,14,0,0,0.78,22,13,1,0,0.59,102,4,18,0.04,60,36,24,0,7.33,101,54,1,10.93,83,37,5,136.97,49,10,10,24,1,2.13,9,0,26,0.9999999999999996,6,2,0.6,0.53,0.45,0.2,106,103,OK저축은행
671,336,2020-01-16,OK저축은행,1,0,75,109,61,11,11,0.56,30,11,4,3,0.37,5,4,1,0,0.8,0,0,0,0,0.0,24,14,3,5,0.58,18,10,1,1,0.56,32,22,2,2,0.69,98,5,20,0.05,43,32,10,1,6.7,111,59,0,12.87,79,40,3,166.82999999999998,52,9,8,26,1,1.85,8,0,33,0.9999999999999998,6,4,0.74,0.53,0.51,0.17,103,106,KB손해보험
672,337,2020-01-17,삼성화재,0,0,42,80,38,9,5,0.48,34,14,3,3,0.41,1,1,0,0,1.0,0,0,0,0,0.0,20,9,4,2,0.45,11,9,0,0,0.82,14,5,2,0,0.36,49,1,9,0.02,46,35,10,1,11.67,86,37,0,12.32,38,14,0,142.66,33,3,14,14,0,1.0,1,0,15,0.9999999999999996,4,3,0.76,0.43,0.37,0.09,60,76,한국전력
673,337,2020-01-17,한국전력,1,1,56,75,42,3,5,0.56,22,10,1,4,0.45,5,4,0,0,0.8,0,0,0,0,0.0,11,7,0,1,0.64,10,6,0,0,0.6,27,15,2,0,0.56,72,0,5,0.0,54,36,18,0,12.0,75,40,0,13.33,51,28,1,165.0,51,14,14,15,1,4.66,11,0,11,0.9999999999999998,6,5,0.67,0.53,0.55,0.27,76,60,삼성화재
674,338,2020-01-18,대한항공,1,0,63,100,56,14,3,0.56,24,11,5,0,0.46,0,0,0,0,0.0,0,0,0,0,0.0,22,9,4,2,0.41,14,12,1,0,0.86,40,24,4,1,0.6,85,2,18,0.02,39,29,10,0,7.25,99,53,0,13.33,84,36,8,108.4,36,5,7,21,1,1.25,4,0,22,0.9999999999999996,6,0,0.74,0.54,0.43,0.14,84,98,현대캐피탈
675,338,2020-01-18,현대캐피탈,0,1,72,84,53,5,8,0.63,24,13,3,4,0.54,0,0,0,0,0.0,0,0,0,0,0.0,20,14,2,2,0.7,14,10,0,0,0.71,26,16,0,2,0.62,82,6,10,0.07,40,29,11,0,7.25,89,51,0,12.75,67,32,2,125.08,50,13,15,20,0,3.25,10,0,18,0.9999999999999998,6,1,0.72,0.57,0.48,0.26,98,84,대한항공
676,339,2020-01-19,OK저축은행,0,0,65,104,47,17,4,0.45,35,19,4,0,0.54,1,1,0,0,1.0,0,0,0,0,0.0,21,8,5,3,0.38,19,7,2,0,0.37,28,12,6,1,0.43,94,12,23,0.13,54,39,13,2,8.35,108,43,1,9.67,82,35,5,188.17,43,6,10,19,0,1.4,5,0,30,0.9999999999999996,6,4,0.72,0.4,0.43,0.14,98,105,우리카드
677,339,2020-01-19,우리카드,1,1,74,100,51,6,8,0.51,41,16,3,5,0.39,2,2,0,0,1.0,0,0,0,0,0.0,18,10,1,2,0.56,15,10,0,1,0.67,24,13,2,0,0.54,99,6,19,0.06,63,48,14,1,9.6,105,47,0,9.4,70,26,11,67.4,58,17,16,18,2,3.4,14,0,30,0.9999999999999996,6,6,0.76,0.45,0.37,0.29,105,98,OK저축은행
678,340,2020-01-21,한국전력,0,0,23,39,14,6,2,0.36,16,5,2,0,0.31,0,0,0,0,0.0,0,0,0,0,0.0,10,2,2,2,0.2,5,3,0,0,0.6,8,4,2,0,0.5,34,4,4,0.12,30,19,11,0,6.34,59,17,0,5.67,38,17,3,74.78,21,5,3,9,1,1.66,4,0,7,0.9999999999999998,4,5,0.63,0.29,0.45,0.24,54,75,현대캐피탈
679,340,2020-01-21,현대캐피탈,1,1,55,70,42,4,4,0.6,34,20,3,1,0.59,1,1,0,0,1.0,0,0,0,0,0.0,14,7,0,2,0.5,13,9,0,0,0.69,8,5,1,1,0.62,70,3,11,0.04,41,32,8,1,10.67,72,41,1,13.67,34,15,3,96.54,39,10,15,11,0,3.33,9,0,17,0.9999999999999996,6,1,0.78,0.57,0.44,0.26,75,54,한국전력
680,341,2020-01-22,KB손해보험,1,0,47,88,43,6,8,0.49,31,17,0,3,0.55,1,0,0,1,0.0,0,0,0,0,0.0,30,14,3,4,0.47,9,4,0,0,0.44,17,8,3,0,0.47,66,1,7,0.02,42,33,9,0,10.99,89,41,0,13.66,62,25,3,115.58,32,3,10,15,1,0.99,2,0,16,0.9999999999999998,4,2,0.79,0.46,0.4,0.09,71,77,우리카드
681,341,2020-01-22,우리카드,0,1,59,87,50,3,9,0.57,14,7,2,1,0.5,0,0,0,0,0.0,0,0,0,0,0.0,28,14,0,6,0.5,12,7,0,1,0.58,33,22,1,1,0.67,72,3,10,0.04,44,32,11,1,10.66,90,49,0,16.33,61,30,1,140.31,41,6,14,14,1,1.99,5,0,21,1.0,6,6,0.73,0.54,0.49,0.15,77,71,KB손해보험
682,342,2020-01-23,대한항공,0,1,52,61,43,0,8,0.7,20,11,0,3,0.55,0,0,0,0,0.0,0,0,0,0,0.0,11,8,0,2,0.73,10,9,0,0,0.9,20,15,0,3,0.75,61,4,11,0.07,32,25,7,0,8.34,66,41,1,13.66,45,22,3,123.59,34,5,10,11,0,1.65,4,0,20,0.9999999999999998,5,0,0.78,0.62,0.49,0.15,75,61,삼성화재
683,342,2020-01-23,삼성화재,1,0,22,45,21,3,1,0.47,18,8,2,0,0.44,0,0,0,0,0.0,0,0,0,0,0.0,9,6,1,0,0.67,14,4,0,1,0.29,4,3,0,0,0.75,24,1,7,0.04,13,10,3,0,3.33,9,5,0,1.67,19,6,0,68.57,11,0,4,5,1,0.0,0,0,9,1.0,3,3,0.77,0.56,0.32,0.0,61,75,대한항공
684,343,2020-01-24,OK저축은행,1,1,73,103,55,4,18,0.53,29,17,2,4,0.59,7,4,0,0,0.57,0,0,0,0,0.0,31,16,1,11,0.52,13,8,0,2,0.62,23,10,1,1,0.43,96,10,19,0.1,48,36,11,1,9.59,107,50,2,16.5,78,44,3,233.84,55,8,15,18,2,2.17,8,0,42,1.0,6,4,0.75,0.47,0.56,0.15,99,93,한국전력
685,343,2020-01-24,한국전력,0,0,49,100,42,8,8,0.42,43,17,5,2,0.4,3,2,0,1,0.67,0,0,0,0,0.0,21,9,1,2,0.43,9,4,0,3,0.44,24,10,2,0,0.42,90,3,14,0.03,53,41,12,0,10.41,91,37,0,9.25,77,32,9,96.25,33,4,14,13,1,1.08,4,0,23,0.9999999999999996,5,5,0.77,0.41,0.42,0.12,93,99,OK저축은행
686,344,2020-01-25,KB손해보험,1,0,60,101,50,9,7,0.5,35,15,4,4,0.43,1,1,0,0,1.0,0,0,0,0,0.0,29,18,3,1,0.62,11,3,0,1,0.27,25,13,2,1,0.52,81,2,15,0.02,39,28,11,0,7.0,97,45,1,11.25,77,24,5,200.86,42,8,9,17,2,2.0,7,0,25,0.9999999999999996,6,2,0.72,0.46,0.31,0.19,91,101,현대캐피탈
687,344,2020-01-25,현대캐피탈,0,1,75,104,60,8,8,0.58,39,20,5,3,0.51,3,2,0,1,0.67,0,0,0,0,0.0,21,9,2,2,0.43,15,11,0,1,0.73,26,18,1,1,0.69,94,6,20,0.06,46,35,11,0,8.75,100,55,1,13.75,76,38,2,242.44,57,9,16,27,0,2.25,9,0,29,0.9999999999999998,6,1,0.76,0.55,0.5,0.16,101,91,KB손해보험
688,345,2020-01-26,삼성화재,0,0,28,61,26,6,8,0.43,27,10,5,4,0.37,1,0,0,0,0.0,0,0,0,0,0.0,8,4,0,2,0.5,12,4,0,1,0.33,13,8,1,1,0.62,43,0,7,0.0,37,32,5,0,10.65,80,31,2,10.33,55,19,4,117.21,30,2,13,12,0,0.66,0,0,17,0.9999999999999998,4,3,0.86,0.39,0.35,0.07,50,75,우리카드
689,345,2020-01-26,우리카드,1,1,49,77,37,2,1,0.48,33,12,2,1,0.36,1,1,0,0,1.0,0,0,0,0,0.0,11,5,0,0,0.45,9,6,0,0,0.67,23,13,0,0,0.57,70,4,10,0.06,48,42,6,0,13.99,77,36,0,11.99,39,17,2,112.22,43,8,17,16,0,2.66,8,0,11,0.9999999999999998,6,6,0.88,0.47,0.44,0.19,75,50,삼성화재
690,346,2020-01-27,OK저축은행,0,0,32,52,28,8,5,0.54,20,11,1,4,0.55,1,1,0,0,1.0,0,0,0,0,0.0,17,10,3,1,0.59,5,2,1,0,0.4,9,4,3,0,0.44,47,3,12,0.06,25,14,11,0,4.66,49,25,1,8.33,58,26,7,179.05,11,1,1,6,0,0.33,0,0,18,1.0,5,4,0.56,0.51,0.45,0.09,56,75,대한항공
691,346,2020-01-27,대한항공,1,1,47,58,32,2,9,0.55,19,12,1,1,0.63,0,0,0,0,0.0,0,0,0,0,0.0,11,7,0,2,0.64,11,5,1,2,0.45,17,8,0,4,0.47,66,8,7,0.12,39,25,14,0,8.33,56,29,0,9.66,38,16,3,95.45,24,7,6,9,0,2.33,4,0,16,0.9999999999999996,6,0,0.64,0.52,0.42,0.29,75,56,OK저축은행
692,347,2020-01-28,KB손해보험,0,1,67,104,53,9,13,0.51,46,17,3,9,0.37,5,4,0,0,0.8,0,0,0,0,0.0,19,10,3,1,0.53,8,8,0,0,1.0,26,14,3,3,0.54,84,5,11,0.06,54,46,7,1,11.83,107,53,1,13.25,69,31,1,133.69,67,9,19,23,1,2.25,8,0,27,0.9999999999999996,6,2,0.85,0.5,0.45,0.13,92,81,한국전력
693,347,2020-01-28,한국전력,1,0,51,104,40,8,9,0.38,35,9,4,4,0.26,3,0,0,1,0.0,0,0,0,0,0.0,25,8,1,2,0.32,7,5,1,0,0.71,34,18,2,2,0.53,71,1,10,0.01,56,42,14,0,10.58,108,41,0,11.83,68,30,4,150.12,44,10,7,20,1,2.5,9,0,20,1.0,6,5,0.75,0.38,0.44,0.23,81,92,KB손해보험
694,348,2020-01-29,삼성화재,1,0,56,113,48,17,11,0.42,51,18,9,7,0.35,0,0,0,0,0.0,0,0,0,0,0.0,35,12,6,4,0.34,6,3,0,0,0.5,21,15,2,0,0.71,88,3,16,0.03,48,34,13,1,9.25,116,49,1,12.5,75,19,4,81.95,48,5,16,18,2,1.25,3,0,31,0.9999999999999998,6,3,0.71,0.42,0.25,0.1,94,107,현대캐피탈
695,348,2020-01-29,현대캐피탈,0,1,74,106,52,4,14,0.49,33,14,1,5,0.42,2,2,0,0,1.0,0,0,0,0,0.0,23,9,1,3,0.39,21,12,0,3,0.57,27,15,2,3,0.56,100,4,17,0.04,50,41,9,0,10.33,105,50,2,12.5,76,47,2,214.47,63,18,13,23,2,4.5,15,0,35,0.9999999999999996,6,1,0.82,0.48,0.62,0.29,107,94,삼성화재
