,시즌,팀명,이름,포지션,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,디그_성공률,세트_성공률,리시브_정확률,블로킹_성공률
29,18-19,KB손해보험,펠리페,R,1,26.09090909090909,42.0,22.727272727272727,3.090909090909091,3.6363636363636362,54.43454545454545,41.17454545454546,13.545454545454545,6.2727272727272725,1.3636363636363635,1.0909090909090908,46.43272727272727,43.24727272727273,0.5454545454545454,0.5454545454545454,0.0,0.0,27.272727272727273,9.19909090909091,0.0,0.0,0.0,0.0,0.0,0.0,21.363636363636363,11.181818181818182,1.5454545454545454,2.3636363636363638,51.70181818181818,71.23181818181818,0.0,0.0,0.0,0.0,0.0,0.0,6.545454545454546,4.7272727272727275,0.18181818181818182,0.18181818181818182,74.00454545454545,28.86818181818182,15.818181818181818,1.4545454545454546,3.1818181818181817,0.32727272727272727,15.953636363636365,7.545454545454546,5.0,2.4545454545454546,0.09090909090909091,1.19,13.969090909090909,2.5454545454545454,0.6363636363636364,0.0,0.1481818181818182,2.350909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,0.2618181818181818,7.363636363636363,1.9090909090909092,1.4545454545454546,2.6363636363636362,0.2727272727272727,0.4827272727272728,14.767272727272728,0.9090909090909091,0.0,7.181818181818182,60.34090909090909,18.666666666666664,0.0,29.225774225774227
30,18-19,KB손해보험,하현용,C,0,5.842105263157895,6.368421052631579,4.0,0.3157894736842105,0.15789473684210525,60.90105263157894,6.2631578947368425,1.105263157894737,0.6842105263157895,0.05263157894736842,0.05263157894736842,46.05263157894737,2.958421052631579,0.47368421052631576,0.3157894736842105,0.05263157894736842,0.0,19.29842105263158,13.069999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7894736842105265,3.0,0.21052631578947367,0.10526315789473684,61.59263157894737,45.3678947368421,0.0,0.0,0.0,0.0,0.0,0.0,10.210526315789474,0.3684210526315789,0.8421052631578947,0.10263157894736842,11.789473684210526,2.1052631578947367,1.368421052631579,0.7368421052631579,0.0,0.3663157894736842,4.318421052631579,1.894736842105263,0.5263157894736842,0.05263157894736842,0.13789473684210526,1.8831578947368421,0.7894736842105263,0.2631578947368421,0.05263157894736842,7.45578947368421,1.0247368421052632,10.157894736842104,1.4736842105263157,2.6842105263157894,4.578947368421052,0.2631578947368421,0.3763157894736842,22.19105263157895,1.0526315789473684,0.0,1.3157894736842106,65.72916666666666,32.745098039215684,17.708333333333332,12.130486472591736
31,18-19,KB손해보험,하현용,C,1,7.416666666666667,7.25,4.916666666666667,0.08333333333333333,0.5,68.46166666666666,7.2375,0.8333333333333334,0.4166666666666667,0.0,0.16666666666666666,33.333333333333336,2.8691666666666666,0.75,0.5833333333333334,0.0,0.08333333333333333,33.333333333333336,18.280833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,3.9166666666666665,0.08333333333333333,0.25,70.71416666666667,45.79333333333333,0.0,0.0,0.0,0.0,0.0,0.0,8.916666666666666,0.08333333333333333,0.6666666666666666,0.020833333333333332,9.1325,2.3333333333333335,1.8333333333333333,0.5,0.0,0.4475,4.746666666666667,2.0,0.8333333333333334,0.0,0.19000000000000003,1.8058333333333334,0.6666666666666666,0.25,0.0,16.666666666666668,0.8700000000000001,10.833333333333334,2.4166666666666665,3.4166666666666665,3.5,0.0,0.5916666666666667,21.638333333333332,2.0,0.0,1.1666666666666667,70.0,43.33333333333333,50.0,22.81276472065946
32,18-19,KB손해보험,한국민,R,0,1.0,1.4,0.8,0.0,0.4,28.0,1.25,0.4,0.2,0.0,0.0,10.0,0.8880000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.4,26.665999999999997,3.1660000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.8,0.05,2.976,0.6,0.4,0.2,0.0,0.11600000000000002,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,66.66666666666667,0.0,0.0,0.0
33,18-19,KB손해보험,한국민,R,1,4.0,8.0,3.5,0.5,1.5,25.0,7.895,1.0,0.0,0.0,0.0,0.0,3.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.5,1.5,25.0,17.09,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,37.5,7.69,4.5,0.5,1.5,0.165,4.505,0.5,0.5,0.0,0.0,0.165,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,1.5,1.5,0.5,0.0,6.865,1.5,0.0,3.5,100.0,0.0,0.0,0.0
34,18-19,KB손해보험,황두연,L,0,6.2,13.55,5.55,1.4,1.55,38.8785,13.759,3.5,0.9,0.35,0.55,20.506,9.7595,0.75,0.35,0.1,0.0,17.5,28.0,0.05,0.0,0.0,0.0,0.0,5.0,2.95,1.35,0.25,0.3,39.5,10.51,0.0,0.0,0.0,0.0,0.0,0.0,6.3,2.95,0.7,0.7,41.8315,29.631999999999998,10.35,0.45,2.5,0.1265,11.9465,6.2,4.8,1.4,0.0,1.3025,13.0485,2.5,0.65,0.1,0.16,2.3925,22.1,11.25,1.35,41.3425,28.746999999999996,2.9,0.2,0.95,1.55,0.1,0.049,6.3285,0.4,0.0,4.25,78.09314954051796,20.68627450980392,48.050240468692735,5.864197530864197
35,18-19,KB손해보험,황두연,L,1,11.666666666666666,18.333333333333332,9.222222222222221,1.2222222222222223,1.5555555555555556,48.260000000000005,18.43111111111111,7.555555555555555,3.2222222222222223,0.7777777777777778,0.3333333333333333,33.099999999999994,20.182222222222222,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.0,29.630000000000003,14.127777777777778,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,11.11111111111111,3.6666666666666665,2.111111111111111,0.2222222222222222,0.6666666666666666,44.04777777777778,13.905555555555557,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,3.4444444444444446,0.1111111111111111,0.4444444444444444,54.28,30.689999999999998,16.22222222222222,1.8888888888888888,3.5555555555555554,0.5322222222222223,17.315555555555555,5.888888888888889,5.0,0.8888888888888888,0.0,1.3633333333333333,12.116666666666667,2.0,0.8888888888888888,0.0,0.2255555555555556,2.0288888888888885,24.77777777777778,10.88888888888889,1.1111111111111112,37.32555555555555,35.81444444444444,4.444444444444445,0.5555555555555556,1.2222222222222223,2.3333333333333335,0.0,0.15777777777777777,9.396666666666667,0.2222222222222222,0.0,5.111111111111111,86.41975308641976,52.08333333333333,42.32608797068053,12.407407407407407
36,18-19,KB손해보험,황택의,S,0,1.894736842105263,0.5789473684210527,0.10526315789473684,0.0,0.15789473684210525,10.526315789473685,0.5794736842105263,0.5263157894736842,0.10526315789473684,0.0,0.15789473684210525,10.526315789473685,1.6463157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.2768421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.68421052631579,0.5789473684210527,2.473684210526316,0.15526315789473685,14.657368421052633,8.368421052631579,5.473684210526316,2.8421052631578947,0.05263157894736842,1.3668421052631579,16.640526315789476,80.10526315789474,39.526315789473685,0.6842105263157895,9.804736842105262,76.37894736842105,0.42105263157894735,0.0,0.0,0.0,0.5573684210526316,7.105263157894737,1.2105263157894737,1.894736842105263,2.8421052631578947,0.05263157894736842,0.29,15.295263157894738,0.7368421052631579,0.0,3.4210526315789473,65.74963048647258,48.98359677900853,0.0,16.20515449462818
37,18-19,KB손해보험,황택의,S,1,3.0,0.9090909090909091,0.36363636363636365,0.0,0.09090909090909091,15.151818181818184,0.890909090909091,0.9090909090909091,0.36363636363636365,0.0,0.09090909090909091,15.151818181818184,2.6572727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.363636363636363,1.1818181818181819,2.5454545454545454,0.2863636363636364,14.911818181818182,8.454545454545455,6.090909090909091,2.3636363636363638,0.0,1.5227272727272727,17.319090909090907,77.36363636363636,44.09090909090909,0.09090909090909091,10.836363636363636,76.34363636363636,0.45454545454545453,0.0,0.0,0.0,0.5545454545454546,8.363636363636363,1.4545454545454546,1.9090909090909092,3.1818181818181817,0.2727272727272727,0.3609090909090909,17.19272727272727,1.2727272727272727,0.0,3.0,70.02525252525253,57.23982443354746,0.0,16.505312868949233
38,18-19,OK저축은행,곽명우,S,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.5,0.5,0.1,16.795,4.0,4.0,0.0,0.0,0.9,8.535,71.5,44.5,0.5,10.2,70.275,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,8.235,1.5,0.0,1.0,100.0,62.30831315577078,0.0,0.0
39,18-19,OK저축은행,곽명우,S,1,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,0.3333333333333333,0.3333333333333333,0.11,11.116666666666667,4.0,3.3333333333333335,0.6666666666666666,0.0,1.0,9.243333333333334,48.666666666666664,26.666666666666668,0.0,8.11,53.66,0.3333333333333333,0.0,0.0,0.0,0.4066666666666667,5.0,1.0,2.3333333333333335,1.3333333333333333,0.0,0.30333333333333334,10.723333333333334,0.6666666666666666,0.0,0.3333333333333333,77.77777777777779,54.76204166906254,0.0,27.5
40,18-19,OK저축은행,김요한,C,0,7.2,12.0,6.6,1.2,0.6,49.568,10.866,2.2,1.0,0.4,0.0,20.0,4.668,0.4,0.2,0.0,0.0,10.0,6.6659999999999995,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.6,0.6,0.6,59.762,19.856,0.2,0.0,0.0,0.0,0.0,2.5,4.6,2.8,0.2,0.0,49.244,20.35,8.8,0.2,1.6,0.04,9.514,3.0,2.4,0.6,0.0,0.636,6.154,2.2,0.6,0.0,0.156,2.068,0.0,0.0,0.0,0.0,0.0,4.0,0.4,1.2,2.0,0.0,0.11600000000000002,8.954,1.0,0.0,2.2,83.33333333333333,30.666666666666664,0.0,10.666666666666666
41,18-19,OK저축은행,김요한,C,1,4.333333333333333,5.0,3.0,0.3333333333333333,0.3333333333333333,39.88,5.243333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,16.666666666666668,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,0.3333333333333333,0.0,20.0,7.9366666666666665,2.3333333333333335,1.3333333333333333,0.0,0.3333333333333333,19.046666666666667,11.666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,33.333333333333336,2.38,6.666666666666667,0.6666666666666666,1.3333333333333333,0.13333333333333333,7.79,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.11,2.02,1.6666666666666667,1.0,0.3333333333333333,0.19999999999999998,1.64,0.3333333333333333,0.0,0.0,0.0,0.3666666666666667,3.6666666666666665,0.6666666666666666,1.0,1.6666666666666667,0.0,0.17666666666666667,7.746666666666666,1.0,0.0,2.0,50.0,50.0,0.0,13.888888888888888
42,18-19,OK저축은행,박원빈,C,0,5.4,5.733333333333333,3.0,0.2,0.4,51.727333333333334,6.041333333333333,0.6666666666666666,0.2,0.0,0.06666666666666667,13.333333333333334,1.9253333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.066666666666666,2.8,0.2,0.3333333333333333,53.38333333333333,41.891333333333336,0.0,0.0,0.0,0.0,0.0,0.0,9.266666666666667,0.2,0.9333333333333333,0.05,10.879333333333333,2.4,1.7333333333333334,0.6666666666666666,0.0,0.43333333333333335,5.462,0.6666666666666666,0.13333333333333333,0.13333333333333333,0.035333333333333335,0.7040000000000001,0.6666666666666666,0.2,0.06666666666666667,16.666666666666668,0.8973333333333334,8.866666666666667,2.2,2.0,3.8,0.06666666666666667,0.538,23.48933333333333,1.6,0.0,1.5333333333333334,72.5,25.0,27.77777777777778,23.961095549330842
43,18-19,OK저축은행,박원빈,C,1,6.0,5.181818181818182,3.3636363636363638,0.2727272727272727,0.0,68.20454545454545,5.7727272727272725,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,13.636363636363637,1.2854545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.818181818181818,3.1818181818181817,0.18181818181818182,0.0,67.72636363636364,42.71,0.0,0.0,0.0,0.0,0.0,0.0,9.272727272727273,0.09090909090909091,0.8181818181818182,0.022727272727272728,10.108181818181817,2.090909090909091,1.5454545454545454,0.5454545454545454,0.0,0.43636363636363634,5.94,0.5454545454545454,0.18181818181818182,0.0,0.052727272727272734,0.58,0.5454545454545454,0.36363636363636365,0.0,22.727272727272727,0.8263636363636363,9.181818181818182,2.5454545454545454,1.1818181818181819,3.909090909090909,0.2727272727272727,0.7618181818181818,20.854545454545455,2.0,0.0,1.0909090909090908,75.75757575757575,37.5,62.5,27.499167499167502
44,18-19,OK저축은행,부용찬,Li,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.230769230769231,3.923076923076923,1.3076923076923077,0.0,1.096923076923077,13.054615384615385,1.6153846153846154,0.5384615384615384,0.07692307692307693,0.14846153846153848,1.8069230769230769,0.46153846153846156,0.15384615384615385,0.07692307692307693,1.2823076923076924,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,77.2008547008547,26.45833333333333,33.33333333333333,0.0
45,18-19,OK저축은행,부용찬,Li,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.636363636363637,5.363636363636363,1.2727272727272727,0.0,1.4381818181818182,17.222727272727273,1.4545454545454546,0.45454545454545453,0.18181818181818182,0.13636363636363635,1.7763636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,71.06060606060606,16.666666666666668,0.0,0.0
46,18-19,OK저축은행,손주형,C,0,6.0,7.0,3.75,0.25,0.75,50.150000000000006,8.6775,1.25,0.5,0.25,0.0,16.6675,4.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,3.25,0.0,0.75,53.275000000000006,54.519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,1.5,0.0,12.299999999999999,0.75,0.5,0.25,0.0,0.165,2.18,1.0,0.5,0.0,0.14500000000000002,1.3325,3.5,2.25,0.0,29.445,4.725,6.75,2.25,1.0,3.0,0.0,0.71,18.25,1.25,0.0,2.25,66.66666666666667,66.66666666666667,58.88888888888889,35.416666666666664
47,18-19,OK저축은행,손주형,C,1,5.833333333333333,6.0,3.6666666666666665,0.16666666666666666,0.3333333333333333,66.59166666666667,6.035,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,33.333333333333336,2.1366666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,3.3333333333333335,0.16666666666666666,0.16666666666666666,67.03833333333334,46.71333333333333,0.0,0.0,0.0,0.0,0.0,0.0,12.166666666666666,0.16666666666666666,1.1666666666666667,0.055,12.74,2.5,1.6666666666666667,0.8333333333333334,0.0,0.39666666666666667,5.625,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.08833333333333333,1.3433333333333335,0.5,0.0,0.16666666666666666,0.0,0.7433333333333333,10.0,2.0,2.3333333333333335,4.0,0.3333333333333333,0.5666666666666667,19.401666666666667,2.1666666666666665,0.0,2.1666666666666665,56.0,20.0,0.0,17.06179441473559
48,18-19,OK저축은행,송명근,L,0,8.0,14.846153846153847,6.461538461538462,2.1538461538461537,1.5384615384615385,42.20615384615384,16.20307692307692,6.384615384615385,2.0,0.9230769230769231,0.8461538461538461,35.2176923076923,18.946923076923078,0.9230769230769231,0.46153846153846156,0.23076923076923078,0.07692307692307693,32.05153846153846,43.07692307692308,0.0,0.0,0.0,0.0,0.0,0.0,1.7692307692307692,0.7692307692307693,0.23076923076923078,0.23076923076923078,28.846153846153847,8.003076923076922,0.0,0.0,0.0,0.0,0.0,0.0,5.769230769230769,3.230769230769231,0.7692307692307693,0.38461538461538464,49.3,28.470769230769232,10.692307692307692,0.9230769230769231,3.3076923076923075,0.23461538461538464,12.684615384615382,5.384615384615385,3.6923076923076925,1.6923076923076923,0.0,0.9523076923076924,12.706923076923077,1.9230769230769231,0.5384615384615384,0.23076923076923078,0.13923076923076924,2.0576923076923075,21.384615384615383,9.538461538461538,0.8461538461538461,42.11,28.07923076923077,4.230769230769231,0.6153846153846154,0.6923076923076923,2.1538461538461537,0.15384615384615385,0.1346153846153846,10.206153846153846,0.6923076923076923,0.0,5.230769230769231,73.5042735042735,31.025641025641026,45.31541246533663,8.96164021164021
49,18-19,OK저축은행,송명근,L,1,10.416666666666666,15.083333333333334,8.083333333333334,1.0,1.1666666666666667,48.4175,17.1275,5.666666666666667,2.4166666666666665,0.3333333333333333,0.5833333333333334,41.225833333333334,18.80333333333333,1.5,1.0,0.08333333333333333,0.0,35.55583333333333,33.61083333333333,0.08333333333333333,0.0,0.0,0.0,0.0,8.333333333333334,2.4166666666666665,1.3333333333333333,0.3333333333333333,0.16666666666666666,46.666666666666664,12.335833333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.416666666666667,3.3333333333333335,0.25,0.4166666666666667,64.9425,23.4875,12.75,1.4166666666666667,2.6666666666666665,0.37833333333333335,14.444166666666666,4.25,3.3333333333333335,0.8333333333333334,0.08333333333333333,0.9416666666666668,10.625,2.0833333333333335,0.3333333333333333,0.0,0.08166666666666667,2.3525,19.833333333333332,9.833333333333334,1.3333333333333333,38.583333333333336,30.99,4.583333333333333,0.9166666666666666,1.0833333333333333,1.9166666666666667,0.08333333333333333,0.28750000000000003,10.102500000000001,0.9166666666666666,0.0,4.0,78.80952380952381,10.666666666666666,49.136613386613384,20.577200577200575
50,18-19,OK저축은행,심경섭,L,0,3.1666666666666665,6.166666666666667,1.6666666666666667,0.8333333333333334,1.0,27.541666666666668,6.321666666666666,2.8333333333333335,0.5,0.5,0.8333333333333334,27.778333333333336,8.081666666666667,0.5,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,1.1666666666666667,0.3333333333333333,0.16666666666666666,43.055,14.438333333333333,8.5,0.5,1.0,0.14500000000000002,10.931666666666667,4.333333333333333,2.8333333333333335,1.5,0.0,0.63,9.796666666666667,1.3333333333333333,0.6666666666666666,0.0,0.15,1.2766666666666666,17.5,7.833333333333333,1.3333333333333333,34.14,21.653333333333336,2.8333333333333335,1.0,0.6666666666666666,1.0,0.0,0.2383333333333333,6.918333333333333,0.16666666666666666,0.0,2.0,49.8015873015873,43.33333333333333,45.41350356567748,32.38095238095238
51,18-19,OK저축은행,심경섭,L,1,4.714285714285714,7.857142857142857,4.142857142857143,1.0,0.0,45.544285714285714,8.804285714285715,2.4285714285714284,1.4285714285714286,0.14285714285714285,0.0,46.667142857142856,7.564285714285714,1.8571428571428572,1.0,0.42857142857142855,0.0,22.857142857142858,23.17571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,1.7142857142857142,0.42857142857142855,0.0,45.07857142857143,17.637142857142855,12.714285714285714,0.2857142857142857,1.8571428571428572,0.07571428571428572,12.978571428571428,4.714285714285714,3.0,1.7142857142857142,0.0,0.7657142857142858,11.287142857142856,1.8571428571428572,0.8571428571428571,0.0,0.20428571428571432,1.9485714285714286,18.0,8.0,0.7142857142857143,39.51,24.475714285714286,3.7142857142857144,0.2857142857142857,0.5714285714285714,2.142857142857143,0.0,0.08285714285714287,9.044285714285715,0.5714285714285714,0.0,1.8571428571428572,60.83333333333333,47.61904761904761,44.55983749161546,5.357142857142857
52,18-19,OK저축은행,요스바니,L,0,24.444444444444443,40.388888888888886,20.38888888888889,3.5555555555555554,3.888888888888889,49.83166666666667,43.88333333333333,19.77777777777778,8.88888888888889,1.8888888888888888,1.5555555555555556,42.52,56.95611111111111,1.3333333333333333,0.6666666666666666,0.05555555555555555,0.1111111111111111,35.18555555555556,48.611111111111114,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.888888888888889,1.1111111111111112,1.8333333333333333,54.17722222222223,53.028333333333336,0.0,0.0,0.0,0.0,0.0,0.0,6.777777777777778,3.9444444444444446,0.5,0.3888888888888889,55.30277777777778,34.95222222222222,15.277777777777779,2.7777777777777777,6.277777777777778,0.7244444444444444,18.524444444444445,7.166666666666667,4.388888888888889,2.7777777777777777,0.0,1.142777777777778,17.297222222222224,2.388888888888889,0.2222222222222222,0.16666666666666666,0.061666666666666675,2.4466666666666668,25.444444444444443,9.666666666666666,2.5,26.273333333333333,33.830000000000005,5.333333333333333,1.2777777777777777,1.2222222222222223,1.9444444444444444,0.2222222222222222,0.3338888888888889,13.654444444444444,0.8888888888888888,0.0,10.555555555555555,66.13876863876864,16.666666666666664,36.262105423636854,24.440035273368608
53,18-19,OK저축은행,요스바니,L,1,28.214285714285715,39.214285714285715,23.571428571428573,2.642857142857143,3.4285714285714284,61.44571428571429,43.77428571428572,16.785714285714285,8.642857142857142,1.0,1.8571428571428572,53.07928571428572,56.25714285714286,2.2142857142857144,1.4285714285714286,0.07142857142857142,0.2857142857142857,44.04785714285714,40.237857142857145,0.0,0.0,0.0,0.0,0.0,0.0,12.214285714285714,7.928571428571429,1.3571428571428572,1.1428571428571428,68.70857142857143,56.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.1985714285714286,7.857142857142857,5.571428571428571,0.21428571428571427,0.14285714285714285,75.10571428571428,36.066428571428574,15.5,3.142857142857143,6.071428571428571,0.8264285714285714,16.967142857142857,5.857142857142857,4.571428571428571,1.2857142857142858,0.0,1.212142857142857,14.685714285714285,2.2857142857142856,0.7142857142857143,0.21428571428571427,0.17785714285714288,2.632142857142857,23.857142857142858,10.214285714285714,0.7857142857142857,40.17714285714286,35.416428571428575,6.714285714285714,1.5,1.2142857142857142,1.7857142857142858,0.7142857142857143,0.4114285714285714,15.379285714285714,0.7142857142857143,0.0,10.428571428571429,78.54918890633176,35.6060606060606,43.78001146514212,23.43820861678004
54,18-19,OK저축은행,이강주,L,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,33.33,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0
55,18-19,OK저축은행,이강주,L,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.33,1.08,3.0,2.0,0.0,66.67,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.66666666666666,0.0
56,18-19,OK저축은행,이강주,Li,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,11.76,4.0,1.0,0.0,0.33,5.97,10.0,5.0,1.0,40.0,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0
