,팀명,이름,포지션,결과,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,디그_성공률,세트_성공률,리시브_정확률,블로킹_성공률,시즌
0,KB손해보험,곽동혁,Li,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.5,1.5,0.0,0.915,10.615,2.5,1.5,0.0,0.375,2.335,9.0,3.0,0.0,16.665,10.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,60.0,33.33333333333333,0.0,19-20
1,KB손해보험,곽동혁,Li,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,8.77,3.0,2.0,0.0,0.5,2.78,20.0,7.0,2.0,25.0,27.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,66.66666666666666,35.0,0.0,19-20
2,KB손해보험,구도현,C,0,3.5,2.0,1.5,0.0,0.0,37.5,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,0.0,0.0,37.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.0,4.745,0.5,0.5,0.0,0.0,0.125,0.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,0.54,9.815,1.5,0.0,0.5,100.0,0.0,0.0,63.63636363636363,19-20
3,KB손해보험,김동민,L,0,2.8333333333333335,4.833333333333333,2.5,1.0,0.8333333333333334,42.593333333333334,4.213333333333334,1.6666666666666667,0.8333333333333334,0.3333333333333333,0.3333333333333333,33.333333333333336,3.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.6666666666666666,0.0,0.16666666666666666,33.333333333333336,3.0066666666666664,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,23.888333333333332,8.308333333333332,5.0,0.0,0.16666666666666666,0.0,5.425,4.333333333333333,2.5,1.8333333333333333,0.0,0.665,6.845,0.8333333333333334,0.0,0.0,0.0,0.57,11.666666666666666,5.166666666666667,0.3333333333333333,40.214999999999996,14.0,1.6666666666666667,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.08333333333333333,3.2783333333333338,0.0,0.0,1.1666666666666667,63.205128205128204,0.0,43.38864838864839,12.5,19-20
4,KB손해보험,김동민,L,1,4.25,7.25,3.25,0.75,0.75,31.905,6.665,2.5,0.75,0.25,0.5,20.8325,6.0175,0.5,0.5,0.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.0,25.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.75,0.25,0.25,53.332499999999996,13.95,8.0,0.25,1.25,0.0825,8.8475,6.0,4.5,1.5,0.0,1.1675,10.82,1.0,0.25,0.0,0.0625,0.9175,20.25,8.5,0.75,34.6425,27.2775,5.0,0.75,1.25,2.0,0.0,0.1825,7.6850000000000005,0.25,0.0,2.0,77.29166666666666,25.0,37.584841628959275,24.074074074074076,19-20
5,KB손해보험,김정호,L,0,12.91304347826087,22.391304347826086,10.956521739130435,2.347826086956522,1.826086956521739,48.450869565217396,21.148695652173913,8.130434782608695,3.130434782608696,1.173913043478261,0.6956521739130435,38.22521739130435,20.743478260869566,1.1304347826086956,0.6956521739130435,0.08695652173913043,0.043478260869565216,50.724782608695655,49.77217391304348,0.0,0.0,0.0,0.0,0.0,0.0,4.608695652173913,2.347826086956522,0.21739130434782608,0.782608695652174,56.22826086956522,16.64608695652174,0.0,0.0,0.0,0.0,0.0,0.0,8.521739130434783,4.782608695652174,0.8695652173913043,0.30434782608695654,53.87521739130435,34.30434782608695,13.521739130434783,1.434782608695652,2.3043478260869565,0.3560869565217391,15.373478260869566,6.565217391304348,4.608695652173913,1.9130434782608696,0.043478260869565216,1.1465217391304348,12.418695652173913,2.869565217391304,0.9130434782608695,0.0,0.2326086956521739,2.717826086956522,31.130434782608695,13.695652173913043,1.2608695652173914,37.9004347826087,38.40478260869565,4.478260869565218,0.5217391304347826,1.0869565217391304,2.130434782608696,0.17391304347826086,0.12869565217391304,8.763478260869565,0.9130434782608695,0.0,4.3478260869565215,69.63801350164987,34.81859410430839,42.36119184766097,10.692640692640692,19-20
6,KB손해보험,김정호,L,1,11.444444444444445,19.333333333333332,10.11111111111111,2.7777777777777777,1.6666666666666667,51.62222222222223,18.55777777777778,6.222222222222222,3.0,0.7777777777777778,0.8888888888888888,47.59222222222222,17.012222222222224,1.5555555555555556,1.1111111111111112,0.1111111111111111,0.1111111111111111,54.63,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4444444444444446,1.5555555555555556,0.7777777777777778,0.2222222222222222,46.48111111111111,15.426666666666668,0.0,0.0,0.0,0.0,0.0,0.0,8.11111111111111,4.444444444444445,1.1111111111111112,0.4444444444444444,55.964444444444446,30.506666666666668,14.88888888888889,0.8888888888888888,1.7777777777777777,0.24222222222222223,15.723333333333333,7.222222222222222,5.333333333333333,1.7777777777777777,0.1111111111111111,1.2744444444444445,13.068888888888889,3.5555555555555554,1.2222222222222223,0.0,0.2977777777777778,3.3833333333333333,23.333333333333332,9.88888888888889,1.0,34.64666666666667,31.14222222222222,4.555555555555555,0.4444444444444444,1.3333333333333333,1.7777777777777777,0.1111111111111111,0.12000000000000001,7.606666666666667,0.7777777777777778,0.0,3.6666666666666665,66.93562610229277,39.285714285714285,39.17528355221854,15.90909090909091,19-20
7,KB손해보험,김정환,L,0,1.0,1.0,0.6666666666666666,0.0,0.0,22.223333333333333,0.71,0.3333333333333333,0.3333333333333333,0.0,0.0,33.333333333333336,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,16.666666666666668,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.3333333333333333,0.3333333333333333,0.06666666666666667,3.313333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.06666666666666667,1.0266666666666666,0.0,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.0,9.523333333333333,3.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,50.0,0.0,14.285714285714285,0.0,19-20
8,KB손해보험,김정환,L,1,0.5,0.5,0.5,0.0,0.0,50.0,0.46,0.5,0.5,0.0,0.0,50.0,1.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,4.255,1.0,0.5,0.5,0.0,0.165,1.7850000000000001,1.0,0.0,0.0,0.0,0.925,2.5,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,50.0,0.0,0.0,0.0,19-20
9,KB손해보험,김학민,L,0,10.947368421052632,20.157894736842106,10.157894736842104,1.6842105263157894,1.4736842105263157,52.507894736842104,17.73,9.526315789473685,3.6842105263157894,1.105263157894737,0.9473684210526315,37.48947368421052,22.66842105263158,0.631578947368421,0.42105263157894735,0.0,0.05263157894736842,21.05263157894737,14.761578947368422,0.0,0.0,0.0,0.0,0.0,0.0,2.8421052631578947,1.9473684210526316,0.21052631578947367,0.15789473684210525,69.12315789473683,11.395263157894737,0.0,0.0,0.0,0.0,0.0,0.0,7.157894736842105,4.105263157894737,0.3684210526315789,0.3157894736842105,58.758947368421055,25.707894736842103,9.0,0.15789473684210525,1.7894736842105263,0.034210526315789476,9.66,5.0,3.8947368421052633,1.105263157894737,0.0,0.9373684210526315,9.051578947368421,2.0,0.5789473684210527,0.10526315789473684,0.14,1.887894736842105,10.526315789473685,2.526315789473684,0.8947368421052632,15.81105263157895,12.734210526315788,5.526315789473684,0.631578947368421,1.3157894736842106,2.473684210526316,0.10526315789473684,0.16894736842105262,10.154736842105264,0.5789473684210527,0.0,3.473684210526316,78.25396825396825,30.09259259259259,24.60830019653549,12.182539682539682,19-20
