,결과,홈_어웨이,팀코드,상대팀코드,홈어웨이_공격성공률_평균,홈어웨이_서브성공률_평균,홈어웨이_디그성공률_평균,홈어웨이_세트성공률_평균,홈어웨이_리시브정확도_평균,홈어웨이_블로킹성공률_평균,홈어웨이_범실_평균,범실_평균_다섯,디그_평균_다섯,리시브_평균_다섯,공격종합_평균_다섯,블로킹_평균_다섯,세트_평균_다섯,서브_평균_다섯,범실_상대전적,디그_상대전적,리시브_상대전적,공격종합_상대전적,블로킹_상대전적,세트_상대전적,서브_상대전적
0,0,1,3,1,0.38311688311688313,0.05506493506493508,0.8315584415584416,0.35655844155844163,0.38318181818181823,0.12935064935064938,19.12987012987013,19.26754966887417,0.8300132450331126,0.3789536423841057,0.3731390728476819,0.1243178807947019,0.3471920529801325,0.0494834437086092,18.61728395061729,0.8534567901234565,0.4104938271604939,0.3972839506172839,0.1346913580246913,0.3719753086419753,0.0592592592592592
1,1,0,1,3,0.36467532467532476,0.044999999999999984,0.8301298701298704,0.3372727272727273,0.4092857142857143,0.12863636363636358,17.915584415584416,18.21052631578947,0.8357894736842097,0.3921447368421051,0.3663552631578948,0.1256578947368421,0.3394210526315792,0.048407894736842,19.96296296296296,0.8408641975308642,0.4360493827160492,0.3377777777777778,0.1111111111111111,0.3135802469135801,0.0555555555555555
2,0,1,4,5,0.37027397260273964,0.04575342465753426,0.8324657534246576,0.33835616438356164,0.4102054794520549,0.12712328767123282,18.328767123287673,18.5063829787234,0.8281560283687944,0.4017730496453901,0.3653475177304964,0.1232765957446808,0.3321560283687942,0.0442695035460992,17.653846153846153,0.8388461538461538,0.3952564102564102,0.3421794871794871,0.1297435897435897,0.3085897435897436,0.042051282051282
3,1,0,5,4,0.38760000000000017,0.051000000000000004,0.8379333333333335,0.35220000000000007,0.3921333333333333,0.13519999999999996,19.766666666666666,19.71862068965517,0.837448275862068,0.397944827586207,0.3927310344827587,0.140151724137931,0.3586758620689653,0.0505655172413792,17.256410256410255,0.8429487179487182,0.422051282051282,0.3917948717948719,0.1696153846153846,0.3603846153846153,0.0594871794871795
4,1,0,0,2,0.40603896103896103,0.04818181818181817,0.8283766233766233,0.3762987012987013,0.41071428571428564,0.13409090909090907,19.461038961038962,18.90810810810809,0.8356081081081077,0.4194189189189187,0.4066621621621623,0.1364459459459459,0.3764864864864863,0.0530945945945945,19.90804597701149,0.834712643678161,0.4343678160919541,0.3977011494252873,0.1180459770114942,0.3705747126436782,0.0536781609195402
5,0,1,2,0,0.38012987012987015,0.04616883116883118,0.8459090909090909,0.3527922077922079,0.4861038961038962,0.13967532467532465,18.525974025974026,18.589403973509924,0.8458807947019862,0.4760794701986754,0.3758675496688745,0.13441059602649,0.3486490066225163,0.0463443708609271,18.954022988505745,0.857816091954023,0.5098850574712643,0.3924137931034483,0.1395402298850575,0.3654022988505747,0.0536781609195402
6,0,1,3,5,0.38311688311688313,0.05506493506493508,0.8315584415584416,0.35655844155844163,0.38318181818181823,0.12935064935064938,19.12987012987013,19.26754966887417,0.8300132450331126,0.3789536423841057,0.3731390728476819,0.1243178807947019,0.3471920529801325,0.0494834437086092,18.61728395061729,0.8534567901234565,0.4104938271604939,0.3972839506172839,0.1346913580246913,0.3719753086419753,0.0592592592592592
7,1,0,5,3,0.38760000000000017,0.051000000000000004,0.8379333333333335,0.35220000000000007,0.3921333333333333,0.13519999999999996,19.766666666666666,19.71862068965517,0.8374482758620679,0.397944827586207,0.3927310344827587,0.140151724137931,0.3586758620689654,0.0505655172413792,17.432098765432098,0.8432098765432101,0.4223456790123456,0.388888888888889,0.1674074074074074,0.3575308641975308,0.0592592592592592
8,0,0,4,1,0.3605797101449275,0.04260869565217389,0.8235507246376811,0.32608695652173914,0.393695652173913,0.11963768115942033,18.666666666666668,18.506382978723405,0.8281560283687942,0.40177304964539,0.3653475177304964,0.1232765957446808,0.3321560283687942,0.0442695035460992,17.479999999999997,0.8394666666666666,0.3953333333333333,0.3424,0.1302666666666666,0.3088,0.0422666666666666
9,1,1,1,4,0.3670394736842105,0.05144736842105261,0.8419736842105263,0.3405263157894735,0.3751315789473685,0.12282894736842104,18.57236842105263,18.210526315789465,0.8357894736842096,0.3921447368421051,0.3663552631578948,0.1256578947368421,0.3394210526315792,0.048407894736842,19.89333333333333,0.8403999999999999,0.4349333333333332,0.3370666666666667,0.1124,0.3127999999999999,0.0559999999999999
